algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
Probabilistic Counting,L=11,normal,50,10000000,10000000,100000,21041998,100000,2647,0,0,nan,0,-97353,97353,-0.97353,0.97353,97353,97353
Probabilistic Counting,L=11,normal,50,10000000,10000000,100000,42,100000,2647,0,0,nan,0,-97353,97353,-0.97353,0.97353,97353,97353
Probabilistic Counting,L=11,normal,50,10000000,10000000,100000,137357,100000,2647,0,0,nan,0,-97353,97353,-0.97353,0.97353,97353,97353
Probabilistic Counting,L=11,normal,50,10000000,10000000,100000,10032018,100000,2647,0,0,nan,0,-97353,97353,-0.97353,0.97353,97353,97353
Probabilistic Counting,L=11,normal,50,10000000,10000000,100000,29042026,100000,2647,0,0,nan,0,-97353,97353,-0.97353,0.97353,97353,97353
Probabilistic Counting,L=11,normal,50,10000000,10000000,1000000,21041998,1000000,2647,0,0,nan,0,-997353,997353,-0.997353,0.997353,997353,997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,1000000,42,1000000,2647,0,0,nan,0,-997353,997353,-0.997353,0.997353,997353,997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,1000000,137357,1000000,2647,0,0,nan,0,-997353,997353,-0.997353,0.997353,997353,997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,1000000,10032018,1000000,2647,0,0,nan,0,-997353,997353,-0.997353,0.997353,997353,997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,1000000,29042026,1000000,2647,0,0,nan,0,-997353,997353,-0.997353,0.997353,997353,997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,5000000,21041998,5000000,2647,0,0,nan,0,-4997353,4997353,-0.9994706,0.9994706,4997353,4997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,5000000,42,5000000,2647,0,0,nan,0,-4997353,4997353,-0.9994706,0.9994706,4997353,4997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,5000000,137357,5000000,2647,0,0,nan,0,-4997353,4997353,-0.9994706,0.9994706,4997353,4997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,5000000,10032018,5000000,2647,0,0,nan,0,-4997353,4997353,-0.9994706,0.9994706,4997353,4997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,5000000,29042026,5000000,2647,0,0,nan,0,-4997353,4997353,-0.9994706,0.9994706,4997353,4997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,10000000,21041998,10000000,2647,0,0,nan,0,-9997353,9997353,-0.9997353,0.9997353,9997353,9997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,10000000,42,10000000,2647,0,0,nan,0,-9997353,9997353,-0.9997353,0.9997353,9997353,9997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,10000000,137357,10000000,2647,0,0,nan,0,-9997353,9997353,-0.9997353,0.9997353,9997353,9997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,10000000,10032018,10000000,2647,0,0,nan,0,-9997353,9997353,-0.9997353,0.9997353,9997353,9997353
Probabilistic Counting,L=11,normal,50,10000000,10000000,10000000,29042026,10000000,2647,0,0,nan,0,-9997353,9997353,-0.9997353,0.9997353,9997353,9997353
