algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=14,merge,25,10000000,0,21041998,1902912,1902912,0,0
HyperLogLog++,k=14,merge,25,10000000,1,21041998,1900020,1900020,0,0
HyperLogLog++,k=14,merge,25,10000000,2,21041998,1890850,1890850,0,0
HyperLogLog++,k=14,merge,25,10000000,3,21041998,1904545,1904545,0,0
HyperLogLog++,k=14,merge,25,10000000,4,21041998,1895095,1895095,0,0
HyperLogLog++,k=14,merge,25,10000000,5,21041998,1879815,1879815,0,0
HyperLogLog++,k=14,merge,25,10000000,6,21041998,1904602,1904602,0,0
HyperLogLog++,k=14,merge,25,10000000,7,21041998,1902152,1902152,0,0
HyperLogLog++,k=14,merge,25,10000000,8,21041998,1911359,1911359,0,0
HyperLogLog++,k=14,merge,25,10000000,9,21041998,1892902,1892902,0,0
HyperLogLog++,k=14,merge,25,10000000,10,21041998,1891320,1891320,0,0
HyperLogLog++,k=14,merge,25,10000000,11,21041998,1936769,1936769,0,0
HyperLogLog++,k=14,merge,25,10000000,12,21041998,1912900,1912900,0,0
HyperLogLog++,k=14,merge,25,10000000,13,21041998,1899188,1899188,0,0
HyperLogLog++,k=14,merge,25,10000000,14,21041998,1911992,1911992,0,0
HyperLogLog++,k=14,merge,25,10000000,15,21041998,1875842,1875842,0,0
HyperLogLog++,k=14,merge,25,10000000,16,21041998,1906550,1906550,0,0
HyperLogLog++,k=14,merge,25,10000000,17,21041998,1934317,1934317,0,0
HyperLogLog++,k=14,merge,25,10000000,18,21041998,1907811,1907811,0,0
HyperLogLog++,k=14,merge,25,10000000,19,21041998,1902253,1902253,0,0
HyperLogLog++,k=14,merge,25,10000000,20,21041998,1902032,1902032,0,0
HyperLogLog++,k=14,merge,25,10000000,21,21041998,1918514,1918514,0,0
HyperLogLog++,k=14,merge,25,10000000,22,21041998,1899319,1899319,0,0
HyperLogLog++,k=14,merge,25,10000000,23,21041998,1913746,1913746,0,0
HyperLogLog++,k=14,merge,25,10000000,24,21041998,1903819,1903819,0,0
