algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_hat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog,"k=12,L=32",streaming,50,10000000,1,100000,21041998,1,1,0,0,0.01625,0,0,0,0,0,0,0
HyperLogLog,"k=12,L=32",streaming,50,10000000,1539,100000,21041998,16,16,0,0,0.01625,0,0,0,0,0,0,0
HyperLogLog,"k=12,L=32",streaming,50,10000000,4616,100000,21041998,47,46.88,0.107755102,0.3282607227,0.01625,0.006984270695,-0.12,0.12,-0.002553191489,0.002553191489,0.3464101615,0.12
HyperLogLog,"k=12,L=32",streaming,50,10000000,6154,100000,21041998,62,61.68,0.3036734694,0.5510657578,0.01625,0.008888157383,-0.32,0.32,-0.005161290323,0.005161290323,0.632455532,0.32
HyperLogLog,"k=12,L=32",streaming,50,10000000,7693,100000,21041998,77,76.36,0.6432653061,0.8020382199,0.01625,0.01041608078,-0.64,0.64,-0.008311688312,0.008311688312,1.019803903,0.64
HyperLogLog,"k=12,L=32",streaming,50,10000000,10770,100000,21041998,108,107.82,1.415918367,1.189923681,0.01625,0.01101781186,-0.18,0.18,-0.001666666667,0.008333333333,1.191637529,0.9
HyperLogLog,"k=12,L=32",streaming,50,10000000,12308,100000,21041998,124,123.22,1.644489796,1.28237662,0.01625,0.01034174694,-0.78,0.78,-0.006290322581,0.008548387097,1.489966443,1.06
HyperLogLog,"k=12,L=32",streaming,50,10000000,13847,100000,21041998,139,138.7,1.765306122,1.328648231,0.01625,0.009558620369,-0.3,0.3,-0.002158273381,0.007338129496,1.349073756,1.02
HyperLogLog,"k=12,L=32",streaming,50,10000000,16923,100000,21041998,170,169.5,2.989795918,1.729102634,0.01625,0.01017119196,-0.5,0.5,-0.002941176471,0.008117647059,1.78325545,1.38
HyperLogLog,"k=12,L=32",streaming,50,10000000,18462,100000,21041998,185,184.9,5.397959184,2.323350852,0.01625,0.01255865326,-0.1,0.1,-0.0005405405405,0.009405405405,2.302172887,1.74
HyperLogLog,"k=12,L=32",streaming,50,10000000,20000,100000,21041998,200,199.42,5.268979592,2.295425798,0.01625,0.01147712899,-0.58,0.58,-0.0029,0.0093,2.34520788,1.86
HyperLogLog,"k=12,L=32",streaming,50,10000000,23077,100000,21041998,231,230.88,6.271020408,2.504200553,0.01625,0.01084069503,-0.12,0.12,-0.0005194805195,0.008484848485,2.481934729,1.96
HyperLogLog,"k=12,L=32",streaming,50,10000000,24616,100000,21041998,247,246.94,7.975918367,2.824166845,0.01625,0.01143387387,-0.06,0.06,-0.0002429149798,0.008987854251,2.796426291,2.22
HyperLogLog,"k=12,L=32",streaming,50,10000000,26154,100000,21041998,262,262.04,10.56979592,3.251122255,0.01625,0.01240886357,0.04,0.04,0.0001526717557,0.009770992366,3.218695388,2.56
HyperLogLog,"k=12,L=32",streaming,50,10000000,29231,100000,21041998,293,292.78,13.56285714,3.682778454,0.01625,0.01256920974,-0.22,0.22,-0.0007508532423,0.009897610922,3.652396474,2.9
HyperLogLog,"k=12,L=32",streaming,50,10000000,30769,100000,21041998,308,308.08,14.07510204,3.751679896,0.01625,0.01218077888,0.08,0.08,0.0002597402597,0.00961038961,3.714835124,2.96
HyperLogLog,"k=12,L=32",streaming,50,10000000,32308,100000,21041998,324,323.82,17.25265306,4.15363131,0.01625,0.01281984972,-0.18,0.18,-0.0005555555556,0.009691358025,4.115823125,3.14
HyperLogLog,"k=12,L=32",streaming,50,10000000,35385,100000,21041998,354,353.92,21.74857143,4.663536365,0.01625,0.01317383154,-0.08,0.08,-0.0002259887006,0.01118644068,4.617358552,3.96
HyperLogLog,"k=12,L=32",streaming,50,10000000,36923,100000,21041998,370,369.72,21.1444898,4.598313799,0.01625,0.01242787513,-0.28,0.28,-0.0007567567568,0.009945945946,4.5607017,3.68
HyperLogLog,"k=12,L=32",streaming,50,10000000,38462,100000,21041998,385,385.14,24.61265306,4.961114095,0.01625,0.01288601064,0.14,0.14,0.0003636363636,0.01033766234,4.913247399,3.98
HyperLogLog,"k=12,L=32",streaming,50,10000000,41539,100000,21041998,416,416.36,27.01061224,5.197173486,0.01625,0.0124932055,0.36,0.36,0.0008653846154,0.009711538462,5.157518783,4.04
HyperLogLog,"k=12,L=32",streaming,50,10000000,43077,100000,21041998,431,431.2,29.55102041,5.436085026,0.01625,0.01261272628,0.2,0.2,0.000464037123,0.01039443155,5.385164807,4.48
HyperLogLog,"k=12,L=32",streaming,50,10000000,44615,100000,21041998,447,447.36,31.21469388,5.587011176,0.01625,0.01249890643,0.36,0.36,0.0008053691275,0.01002237136,5.542562584,4.48
HyperLogLog,"k=12,L=32",streaming,50,10000000,47692,100000,21041998,477,477.56,33.23102041,5.764635323,0.01625,0.01208518936,0.56,0.56,0.001174004193,0.009559748428,5.734108475,4.56
HyperLogLog,"k=12,L=32",streaming,50,10000000,49231,100000,21041998,493,493.72,34.40979592,5.865986355,0.01625,0.01189855244,0.72,0.72,0.001460446247,0.009574036511,5.851495535,4.72
