algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
LogLog,"k=11,L=32",normal,50,10000000,10000000,100000,21041998,100000,99445.82,7219018.355,2686.823097,0.02872621299,0.02686823097,-554.18,554.18,-0.0055418,0.0229534,2716.938251,2295.34
LogLog,"k=11,L=32",normal,50,10000000,10000000,100000,42,100000,99192.3,7084838.541,2661.736001,0.02872621299,0.02661736001,-807.7,807.7,-0.008077,0.0231858,2755.99729,2318.58
LogLog,"k=11,L=32",normal,50,10000000,10000000,100000,137357,100000,99949.76,6639172.349,2576.659145,0.02872621299,0.02576659145,-50.24,50.24,-0.0005024,0.0201352,2551.257133,2013.52
LogLog,"k=11,L=32",normal,50,10000000,10000000,100000,10032018,100000,101097.4,9559629.673,3091.86508,0.02872621299,0.0309186508,1097.4,1097.4,0.010974,0.0271164,3251.572518,2711.64
LogLog,"k=11,L=32",normal,50,10000000,10000000,100000,29042026,100000,99942.12,9289752.271,3047.909492,0.02872621299,0.03047909492,-57.88,57.88,-0.0005788,0.0248916,3017.831559,2489.16
LogLog,"k=11,L=32",normal,50,10000000,10000000,1000000,21041998,1000000,1002607.08,880878219.9,29679.59265,0.02872621299,0.02967959265,2607.08,2607.08,0.00260708,0.0233016,29496.73747,23301.6
LogLog,"k=11,L=32",normal,50,10000000,10000000,1000000,42,1000000,997377.88,602752465.7,24551.01761,0.02872621299,0.02455101761,-2622.12,2622.12,-0.00262212,0.01962508,24445.30486,19625.08
LogLog,"k=11,L=32",normal,50,10000000,10000000,1000000,137357,1000000,997056.44,740366192.9,27209.67094,0.02872621299,0.02720967094,-2943.56,2943.56,-0.00294356,0.02175268,27096.55724,21752.68
LogLog,"k=11,L=32",normal,50,10000000,10000000,1000000,10032018,1000000,993986.14,485866690.9,22042.38397,0.02872621299,0.02204238397,-6013.86,6013.86,-0.00601386,0.0179641,22634.39571,17964.1
LogLog,"k=11,L=32",normal,50,10000000,10000000,1000000,29042026,1000000,999438.8,700204403,26461.37568,0.02872621299,0.02646137568,-561.2,561.2,-0.0005612,0.02151412,26201.43623,21514.12
LogLog,"k=11,L=32",normal,50,10000000,10000000,5000000,21041998,5000000,4962777.22,1.094539055e+10,104620.2206,0.02872621299,0.02092404411,-37222.78,37222.78,-0.007444556,0.017501484,110054.6141,87507.42
LogLog,"k=11,L=32",normal,50,10000000,10000000,5000000,42,5000000,4946625.24,1.576267475e+10,125549.4912,0.02872621299,0.02510989824,-53374.76,53374.76,-0.010674952,0.020392824,135263.7655,101964.12
LogLog,"k=11,L=32",normal,50,10000000,10000000,5000000,137357,5000000,4938914.48,9424869374,97081.76644,0.02872621299,0.01941635329,-61085.52,61085.52,-0.012217104,0.018363144,113876.3046,91815.72
LogLog,"k=11,L=32",normal,50,10000000,10000000,5000000,10032018,5000000,4966053.3,1.146514971e+10,107075.4393,0.02872621299,0.02141508787,-33946.7,33946.7,-0.00678934,0.019528764,111302.4041,97643.82
LogLog,"k=11,L=32",normal,50,10000000,10000000,5000000,29042026,5000000,4960115.92,8052275509,89734.47224,0.02872621299,0.01794689445,-39884.08,39884.08,-0.007976816,0.015760128,97375.40673,78800.64
LogLog,"k=11,L=32",normal,50,10000000,10000000,10000000,21041998,10000000,9800175,0,0,0.02872621299,0,-199825,199825,-0.0199825,0.0199825,199825,199825
LogLog,"k=11,L=32",normal,50,10000000,10000000,10000000,42,10000000,9800175,0,0,0.02872621299,0,-199825,199825,-0.0199825,0.0199825,199825,199825
LogLog,"k=11,L=32",normal,50,10000000,10000000,10000000,137357,10000000,9800175,0,0,0.02872621299,0,-199825,199825,-0.0199825,0.0199825,199825,199825
LogLog,"k=11,L=32",normal,50,10000000,10000000,10000000,10032018,10000000,9800175,0,0,0.02872621299,0,-199825,199825,-0.0199825,0.0199825,199825,199825
LogLog,"k=11,L=32",normal,50,10000000,10000000,10000000,29042026,10000000,9800175,0,0,0.02872621299,0,-199825,199825,-0.0199825,0.0199825,199825,199825
