algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
LogLog,"k=9,L=32",merge,25,10000000,0,21041998,183523,183523,0,0
LogLog,"k=9,L=32",merge,25,10000000,1,21041998,204793,204793,0,0
LogLog,"k=9,L=32",merge,25,10000000,2,21041998,192168,192168,0,0
LogLog,"k=9,L=32",merge,25,10000000,3,21041998,192689,192689,0,0
LogLog,"k=9,L=32",merge,25,10000000,4,21041998,190872,190872,0,0
LogLog,"k=9,L=32",merge,25,10000000,5,21041998,179834,179834,0,0
LogLog,"k=9,L=32",merge,25,10000000,6,21041998,203136,203136,0,0
LogLog,"k=9,L=32",merge,25,10000000,7,21041998,195845,195845,0,0
LogLog,"k=9,L=32",merge,25,10000000,8,21041998,188560,188560,0,0
LogLog,"k=9,L=32",merge,25,10000000,9,21041998,221522,221522,0,0
LogLog,"k=9,L=32",merge,25,10000000,10,21041998,186529,186529,0,0
LogLog,"k=9,L=32",merge,25,10000000,11,21041998,182285,182285,0,0
LogLog,"k=9,L=32",merge,25,10000000,12,21041998,197710,197710,0,0
LogLog,"k=9,L=32",merge,25,10000000,13,21041998,198246,198246,0,0
LogLog,"k=9,L=32",merge,25,10000000,14,21041998,187035,187035,0,0
LogLog,"k=9,L=32",merge,25,10000000,15,21041998,193998,193998,0,0
LogLog,"k=9,L=32",merge,25,10000000,16,21041998,192689,192689,0,0
LogLog,"k=9,L=32",merge,25,10000000,17,21041998,192428,192428,0,0
LogLog,"k=9,L=32",merge,25,10000000,18,21041998,205626,205626,0,0
LogLog,"k=9,L=32",merge,25,10000000,19,21041998,196376,196376,0,0
LogLog,"k=9,L=32",merge,25,10000000,20,21041998,193473,193473,0,0
LogLog,"k=9,L=32",merge,25,10000000,21,21041998,185271,185271,0,0
LogLog,"k=9,L=32",merge,25,10000000,22,21041998,202861,202861,0,0
LogLog,"k=9,L=32",merge,25,10000000,23,21041998,204239,204239,0,0
LogLog,"k=9,L=32",merge,25,10000000,24,21041998,188560,188560,0,0
LogLog,"k=9,L=32",merge,25,10000000,0,42,194787,194787,0,0
LogLog,"k=9,L=32",merge,25,10000000,1,42,200133,200133,0,0
LogLog,"k=9,L=32",merge,25,10000000,2,42,176458,176458,0,0
LogLog,"k=9,L=32",merge,25,10000000,3,42,209277,209277,0,0
LogLog,"k=9,L=32",merge,25,10000000,4,42,195315,195315,0,0
LogLog,"k=9,L=32",merge,25,10000000,5,42,210414,210414,0,0
LogLog,"k=9,L=32",merge,25,10000000,6,42,194524,194524,0,0
LogLog,"k=9,L=32",merge,25,10000000,7,42,189328,189328,0,0
LogLog,"k=9,L=32",merge,25,10000000,8,42,189328,189328,0,0
LogLog,"k=9,L=32",merge,25,10000000,9,42,201220,201220,0,0
LogLog,"k=9,L=32",merge,25,10000000,10,42,185020,185020,0,0
LogLog,"k=9,L=32",merge,25,10000000,11,42,203411,203411,0,0
LogLog,"k=9,L=32",merge,25,10000000,12,42,184770,184770,0,0
LogLog,"k=9,L=32",merge,25,10000000,13,42,186277,186277,0,0
LogLog,"k=9,L=32",merge,25,10000000,14,42,204239,204239,0,0
LogLog,"k=9,L=32",merge,25,10000000,15,42,196908,196908,0,0
LogLog,"k=9,L=32",merge,25,10000000,16,42,212705,212705,0,0
LogLog,"k=9,L=32",merge,25,10000000,17,42,196110,196110,0,0
LogLog,"k=9,L=32",merge,25,10000000,18,42,188305,188305,0,0
LogLog,"k=9,L=32",merge,25,10000000,19,42,198783,198783,0,0
LogLog,"k=9,L=32",merge,25,10000000,20,42,208994,208994,0,0
LogLog,"k=9,L=32",merge,25,10000000,21,42,190356,190356,0,0
LogLog,"k=9,L=32",merge,25,10000000,22,42,188305,188305,0,0
LogLog,"k=9,L=32",merge,25,10000000,23,42,201493,201493,0,0
LogLog,"k=9,L=32",merge,25,10000000,24,42,215896,215896,0,0
LogLog,"k=9,L=32",merge,25,10000000,0,137357,208147,208147,0,0
LogLog,"k=9,L=32",merge,25,10000000,1,137357,195580,195580,0,0
LogLog,"k=9,L=32",merge,25,10000000,2,137357,212705,212705,0,0
LogLog,"k=9,L=32",merge,25,10000000,3,137357,189841,189841,0,0
LogLog,"k=9,L=32",merge,25,10000000,4,137357,183027,183027,0,0
LogLog,"k=9,L=32",merge,25,10000000,5,137357,196908,196908,0,0
LogLog,"k=9,L=32",merge,25,10000000,6,137357,213860,213860,0,0
LogLog,"k=9,L=32",merge,25,10000000,7,137357,206463,206463,0,0
LogLog,"k=9,L=32",merge,25,10000000,8,137357,199592,199592,0,0
LogLog,"k=9,L=32",merge,25,10000000,9,137357,194261,194261,0,0
LogLog,"k=9,L=32",merge,25,10000000,10,137357,197978,197978,0,0
LogLog,"k=9,L=32",merge,25,10000000,11,137357,181792,181792,0,0
LogLog,"k=9,L=32",merge,25,10000000,12,137357,200676,200676,0,0
