algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=9,merge,25,10000000,0,21041998,181556,181556,0,0
HyperLogLog++,k=9,merge,25,10000000,1,21041998,202345,202345,0,0
HyperLogLog++,k=9,merge,25,10000000,2,21041998,201632,201632,0,0
HyperLogLog++,k=9,merge,25,10000000,3,21041998,192649,192649,0,0
HyperLogLog++,k=9,merge,25,10000000,4,21041998,201882,201882,0,0
HyperLogLog++,k=9,merge,25,10000000,5,21041998,184645,184645,0,0
HyperLogLog++,k=9,merge,25,10000000,6,21041998,198281,198281,0,0
HyperLogLog++,k=9,merge,25,10000000,7,21041998,204351,204351,0,0
HyperLogLog++,k=9,merge,25,10000000,8,21041998,194525,194525,0,0
HyperLogLog++,k=9,merge,25,10000000,9,21041998,206653,206653,0,0
HyperLogLog++,k=9,merge,25,10000000,10,21041998,187927,187927,0,0
HyperLogLog++,k=9,merge,25,10000000,11,21041998,188827,188827,0,0
HyperLogLog++,k=9,merge,25,10000000,12,21041998,198384,198384,0,0
HyperLogLog++,k=9,merge,25,10000000,13,21041998,216233,216233,0,0
HyperLogLog++,k=9,merge,25,10000000,14,21041998,188473,188473,0,0
HyperLogLog++,k=9,merge,25,10000000,15,21041998,200471,200471,0,0
HyperLogLog++,k=9,merge,25,10000000,16,21041998,199111,199111,0,0
HyperLogLog++,k=9,merge,25,10000000,17,21041998,189724,189724,0,0
HyperLogLog++,k=9,merge,25,10000000,18,21041998,200107,200107,0,0
HyperLogLog++,k=9,merge,25,10000000,19,21041998,202211,202211,0,0
HyperLogLog++,k=9,merge,25,10000000,20,21041998,189004,189004,0,0
HyperLogLog++,k=9,merge,25,10000000,21,21041998,185393,185393,0,0
HyperLogLog++,k=9,merge,25,10000000,22,21041998,197615,197615,0,0
HyperLogLog++,k=9,merge,25,10000000,23,21041998,202521,202521,0,0
HyperLogLog++,k=9,merge,25,10000000,24,21041998,203425,203425,0,0
HyperLogLog++,k=9,merge,25,10000000,0,42,188643,188643,0,0
HyperLogLog++,k=9,merge,25,10000000,1,42,200945,200945,0,0
