algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
LogLog,"k=14,L=32",merge,25,10000000,0,21041998,199846,199846,0,0
LogLog,"k=14,L=32",merge,25,10000000,1,21041998,201535,201535,0,0
LogLog,"k=14,L=32",merge,25,10000000,2,21041998,200057,200057,0,0
LogLog,"k=14,L=32",merge,25,10000000,3,21041998,198809,198809,0,0
LogLog,"k=14,L=32",merge,25,10000000,4,21041998,196260,196260,0,0
LogLog,"k=14,L=32",merge,25,10000000,5,21041998,196418,196418,0,0
LogLog,"k=14,L=32",merge,25,10000000,6,21041998,197442,197442,0,0
LogLog,"k=14,L=32",merge,25,10000000,7,21041998,196061,196061,0,0
LogLog,"k=14,L=32",merge,25,10000000,8,21041998,202321,202321,0,0
LogLog,"k=14,L=32",merge,25,10000000,9,21041998,199187,199187,0,0
LogLog,"k=14,L=32",merge,25,10000000,10,21041998,193318,193318,0,0
LogLog,"k=14,L=32",merge,25,10000000,11,21041998,198204,198204,0,0
LogLog,"k=14,L=32",merge,25,10000000,12,21041998,198145,198145,0,0
LogLog,"k=14,L=32",merge,25,10000000,13,21041998,200125,200125,0,0
LogLog,"k=14,L=32",merge,25,10000000,14,21041998,198708,198708,0,0
LogLog,"k=14,L=32",merge,25,10000000,15,21041998,202647,202647,0,0
LogLog,"k=14,L=32",merge,25,10000000,16,21041998,199550,199550,0,0
LogLog,"k=14,L=32",merge,25,10000000,17,21041998,200023,200023,0,0
LogLog,"k=14,L=32",merge,25,10000000,18,21041998,197292,197292,0,0
LogLog,"k=14,L=32",merge,25,10000000,19,21041998,196942,196942,0,0
LogLog,"k=14,L=32",merge,25,10000000,20,21041998,197350,197350,0,0
LogLog,"k=14,L=32",merge,25,10000000,21,21041998,200218,200218,0,0
LogLog,"k=14,L=32",merge,25,10000000,22,21041998,201612,201612,0,0
LogLog,"k=14,L=32",merge,25,10000000,23,21041998,198003,198003,0,0
LogLog,"k=14,L=32",merge,25,10000000,24,21041998,196734,196734,0,0
LogLog,"k=14,L=32",merge,25,10000000,0,42,198565,198565,0,0
LogLog,"k=14,L=32",merge,25,10000000,1,42,202758,202758,0,0
LogLog,"k=14,L=32",merge,25,10000000,2,42,197886,197886,0,0
LogLog,"k=14,L=32",merge,25,10000000,3,42,200532,200532,0,0
LogLog,"k=14,L=32",merge,25,10000000,4,42,196967,196967,0,0
LogLog,"k=14,L=32",merge,25,10000000,5,42,199314,199314,0,0
LogLog,"k=14,L=32",merge,25,10000000,6,42,199027,199027,0,0
LogLog,"k=14,L=32",merge,25,10000000,7,42,199677,199677,0,0
LogLog,"k=14,L=32",merge,25,10000000,8,42,198733,198733,0,0
