algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog++,k=13,normal,50,10000000,10000000,100000,21041998,100000,99688.54,1370872.213,1170.842523,0.01149048519,0.01170842523,-311.46,311.46,-0.0031146,0.0099146,1200.192526,991.46
HyperLogLog++,k=13,normal,50,10000000,10000000,100000,42,100000,99973.88,1097926.924,1047.820082,0.01149048519,0.01047820082,-26.12,26.12,-0.0002612,0.0084248,1037.617772,842.48
HyperLogLog++,k=13,normal,50,10000000,10000000,100000,137357,100000,99957.02,849456.1424,921.6594504,0.01149048519,0.009216594504,-42.98,42.98,-0.0004298,0.0071574,913.4080687,715.74
HyperLogLog++,k=13,normal,50,10000000,10000000,100000,10032018,100000,100273.26,1028688.196,1014.242671,0.01149048519,0.01014242671,273.26,273.26,0.0027326,0.0082374,1040.569777,823.74
HyperLogLog++,k=13,normal,50,10000000,10000000,100000,29042026,100000,100112.82,1310541.661,1144.788915,0.01149048519,0.01144788915,112.82,112.82,0.0011282,0.0085082,1138.88506,850.82
HyperLogLog++,k=13,normal,50,10000000,10000000,1000000,21041998,1000000,998022.06,146702731,12112.09028,0.01149048519,0.01211209028,-1977.94,1977.94,-0.00197794,0.00990214,12152.404,9902.14
HyperLogLog++,k=13,normal,50,10000000,10000000,1000000,42,1000000,999020.96,122223061.6,11055.45393,0.01149048519,0.01105545393,-979.04,979.04,-0.00097904,0.0090462,10988.0444,9046.2
HyperLogLog++,k=13,normal,50,10000000,10000000,1000000,137357,1000000,998079.78,111261812.2,10548.07149,0.01149048519,0.01054807149,-1920.22,1920.22,-0.00192022,0.00828762,10617.14749,8287.62
HyperLogLog++,k=13,normal,50,10000000,10000000,1000000,10032018,1000000,998808.42,100695715.2,10034.72547,0.01149048519,0.01003472547,-1191.58,1191.58,-0.00119158,0.0080529,10005.0819,8052.9
HyperLogLog++,k=13,normal,50,10000000,10000000,1000000,29042026,1000000,1001119.64,137261550.1,11715.86745,0.01149048519,0.01171586745,1119.64,1119.64,0.00111964,0.00944768,11652.03471,9447.68
HyperLogLog++,k=13,normal,50,10000000,10000000,5000000,21041998,5000000,5001383.38,2756022062,52497.82911,0.01149048519,0.01049956582,1383.38,1383.38,0.000276676,0.008378068,51988.60799,41890.34
HyperLogLog++,k=13,normal,50,10000000,10000000,5000000,42,5000000,5005289.74,2781770442,52742.4918,0.01149048519,0.01054849836,5289.74,5289.74,0.001057948,0.008904988,52479.6759,44524.94
HyperLogLog++,k=13,normal,50,10000000,10000000,5000000,137357,5000000,5005445.98,2811428590,53022.90628,0.01149048519,0.01060458126,5445.98,5445.98,0.001089196,0.00839118,52771.76059,41955.9
HyperLogLog++,k=13,normal,50,10000000,10000000,5000000,10032018,5000000,5006991.56,2741887585,52363.03643,0.01149048519,0.01047260729,6991.56,6991.56,0.001398312,0.008391952,52306.13486,41959.76
HyperLogLog++,k=13,normal,50,10000000,10000000,5000000,29042026,5000000,5013914.18,1608406643,40104.94536,0.01149048519,0.008020989073,13914.18,13914.18,0.002782836,0.006362924,42069.50101,31814.62
HyperLogLog++,k=13,normal,50,10000000,10000000,10000000,21041998,10000000,10039707,0,0,0.01149048519,0,39707,39707,0.0039707,0.0039707,39707,39707
HyperLogLog++,k=13,normal,50,10000000,10000000,10000000,42,10000000,10039707,0,0,0.01149048519,0,39707,39707,0.0039707,0.0039707,39707,39707
HyperLogLog++,k=13,normal,50,10000000,10000000,10000000,137357,10000000,10039707,0,0,0.01149048519,0,39707,39707,0.0039707,0.0039707,39707,39707
HyperLogLog++,k=13,normal,50,10000000,10000000,10000000,10032018,10000000,10039707,0,0,0.01149048519,0,39707,39707,0.0039707,0.0039707,39707,39707
HyperLogLog++,k=13,normal,50,10000000,10000000,10000000,29042026,10000000,10039707,0,0,0.01149048519,0,39707,39707,0.0039707,0.0039707,39707,39707
