algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=18,merge,25,10000000,0,21041998,198904,198904,0,0
HyperLogLog++,k=18,merge,25,10000000,1,21041998,199387,199387,0,0
HyperLogLog++,k=18,merge,25,10000000,2,21041998,199098,199098,0,0
HyperLogLog++,k=18,merge,25,10000000,3,21041998,198452,198452,0,0
HyperLogLog++,k=18,merge,25,10000000,4,21041998,199113,199113,0,0
HyperLogLog++,k=18,merge,25,10000000,5,21041998,198437,198437,0,0
HyperLogLog++,k=18,merge,25,10000000,6,21041998,198928,198928,0,0
HyperLogLog++,k=18,merge,25,10000000,7,21041998,199043,199043,0,0
HyperLogLog++,k=18,merge,25,10000000,8,21041998,198718,198718,0,0
HyperLogLog++,k=18,merge,25,10000000,9,21041998,198746,198746,0,0
HyperLogLog++,k=18,merge,25,10000000,10,21041998,198592,198592,0,0
HyperLogLog++,k=18,merge,25,10000000,11,21041998,198932,198932,0,0
HyperLogLog++,k=18,merge,25,10000000,12,21041998,198814,198814,0,0
HyperLogLog++,k=18,merge,25,10000000,13,21041998,198906,198906,0,0
HyperLogLog++,k=18,merge,25,10000000,14,21041998,198718,198718,0,0
HyperLogLog++,k=18,merge,25,10000000,15,21041998,199494,199494,0,0
HyperLogLog++,k=18,merge,25,10000000,16,21041998,198712,198712,0,0
HyperLogLog++,k=18,merge,25,10000000,17,21041998,198966,198966,0,0
HyperLogLog++,k=18,merge,25,10000000,18,21041998,199325,199325,0,0
HyperLogLog++,k=18,merge,25,10000000,19,21041998,199118,199118,0,0
HyperLogLog++,k=18,merge,25,10000000,20,21041998,199096,199096,0,0
HyperLogLog++,k=18,merge,25,10000000,21,21041998,199081,199081,0,0
HyperLogLog++,k=18,merge,25,10000000,22,21041998,198684,198684,0,0
HyperLogLog++,k=18,merge,25,10000000,23,21041998,199361,199361,0,0
HyperLogLog++,k=18,merge,25,10000000,24,21041998,198966,198966,0,0
