algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
Probabilistic Counting,L=8,normal,50,10000000,10000000,100000,21041998,100000,330,0,0,nan,0,-99670,99670,-0.9967,0.9967,99670,99670
Probabilistic Counting,L=8,normal,50,10000000,10000000,100000,42,100000,330,0,0,nan,0,-99670,99670,-0.9967,0.9967,99670,99670
Probabilistic Counting,L=8,normal,50,10000000,10000000,100000,137357,100000,330,0,0,nan,0,-99670,99670,-0.9967,0.9967,99670,99670
Probabilistic Counting,L=8,normal,50,10000000,10000000,100000,10032018,100000,330,0,0,nan,0,-99670,99670,-0.9967,0.9967,99670,99670
Probabilistic Counting,L=8,normal,50,10000000,10000000,100000,29042026,100000,330,0,0,nan,0,-99670,99670,-0.9967,0.9967,99670,99670
Probabilistic Counting,L=8,normal,50,10000000,10000000,1000000,21041998,1000000,330,0,0,nan,0,-999670,999670,-0.99967,0.99967,999670,999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,1000000,42,1000000,330,0,0,nan,0,-999670,999670,-0.99967,0.99967,999670,999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,1000000,137357,1000000,330,0,0,nan,0,-999670,999670,-0.99967,0.99967,999670,999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,1000000,10032018,1000000,330,0,0,nan,0,-999670,999670,-0.99967,0.99967,999670,999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,1000000,29042026,1000000,330,0,0,nan,0,-999670,999670,-0.99967,0.99967,999670,999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,5000000,21041998,5000000,330,0,0,nan,0,-4999670,4999670,-0.999934,0.999934,4999670,4999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,5000000,42,5000000,330,0,0,nan,0,-4999670,4999670,-0.999934,0.999934,4999670,4999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,5000000,137357,5000000,330,0,0,nan,0,-4999670,4999670,-0.999934,0.999934,4999670,4999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,5000000,10032018,5000000,330,0,0,nan,0,-4999670,4999670,-0.999934,0.999934,4999670,4999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,5000000,29042026,5000000,330,0,0,nan,0,-4999670,4999670,-0.999934,0.999934,4999670,4999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,10000000,21041998,10000000,330,0,0,nan,0,-9999670,9999670,-0.999967,0.999967,9999670,9999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,10000000,42,10000000,330,0,0,nan,0,-9999670,9999670,-0.999967,0.999967,9999670,9999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,10000000,137357,10000000,330,0,0,nan,0,-9999670,9999670,-0.999967,0.999967,9999670,9999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,10000000,10032018,10000000,330,0,0,nan,0,-9999670,9999670,-0.999967,0.999967,9999670,9999670
Probabilistic Counting,L=8,normal,50,10000000,10000000,10000000,29042026,10000000,330,0,0,nan,0,-9999670,9999670,-0.999967,0.999967,9999670,9999670
