algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog,"k=12,L=32",merge,25,10000000,0,21041998,202762,202762,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,1,21041998,199625,199625,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,2,21041998,195428,195428,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,3,21041998,200108,200108,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,4,21041998,196131,196131,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,5,21041998,190900,190900,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,6,21041998,196634,196634,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,7,21041998,202083,202083,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,8,21041998,195758,195758,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,9,21041998,196277,196277,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,10,21041998,194476,194476,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,11,21041998,197582,197582,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,12,21041998,196234,196234,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,13,21041998,204902,204902,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,14,21041998,197665,197665,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,15,21041998,198942,198942,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,16,21041998,202041,202041,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,17,21041998,204321,204321,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,18,21041998,198777,198777,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,19,21041998,201855,201855,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,20,21041998,194999,194999,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,21,21041998,191479,191479,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,22,21041998,199377,199377,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,23,21041998,195529,195529,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,24,21041998,200715,200715,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,0,42,196082,196082,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,1,42,198552,198552,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,2,42,196128,196128,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,3,42,203024,203024,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,4,42,193024,193024,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,5,42,194935,194935,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,6,42,202420,202420,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,7,42,197945,197945,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,8,42,194809,194809,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,9,42,195636,195636,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,10,42,189696,189696,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,11,42,200471,200471,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,12,42,201146,201146,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,13,42,197541,197541,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,14,42,200304,200304,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,15,42,193700,193700,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,16,42,193403,193403,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,17,42,198316,198316,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,18,42,204463,204463,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,19,42,203112,203112,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,20,42,198741,198741,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,21,42,199878,199878,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,22,42,205503,205503,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,23,42,201662,201662,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,24,42,201462,201462,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,0,137357,200929,200929,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,1,137357,207495,207495,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,2,137357,198657,198657,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,3,137357,198146,198146,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,4,137357,195772,195772,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,5,137357,198360,198360,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,6,137357,205131,205131,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,7,137357,202188,202188,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,8,137357,202738,202738,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,9,137357,197155,197155,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,10,137357,202736,202736,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,11,137357,199078,199078,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,12,137357,197256,197256,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,13,137357,198633,198633,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,14,137357,197141,197141,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,15,137357,197170,197170,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,16,137357,198787,198787,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,17,137357,200561,200561,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,18,137357,196231,196231,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,19,137357,199655,199655,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,20,137357,200145,200145,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,21,137357,204761,204761,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,22,137357,196749,196749,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,23,137357,202043,202043,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,24,137357,197153,197153,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,0,10032018,199857,199857,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,1,10032018,201532,201532,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,2,10032018,198159,198159,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,3,10032018,204982,204982,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,4,10032018,202011,202011,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,5,10032018,204564,204564,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,6,10032018,198629,198629,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,7,10032018,202090,202090,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,8,10032018,198011,198011,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,9,10032018,203633,203633,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,10,10032018,202396,202396,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,11,10032018,198922,198922,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,12,10032018,201511,201511,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,13,10032018,204895,204895,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,14,10032018,195912,195912,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,15,10032018,193398,193398,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,16,10032018,200242,200242,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,17,10032018,196877,196877,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,18,10032018,201121,201121,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,19,10032018,194318,194318,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,20,10032018,199699,199699,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,21,10032018,201078,201078,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,22,10032018,206542,206542,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,23,10032018,202660,202660,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,24,10032018,200030,200030,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,0,29042026,196176,196176,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,1,29042026,199950,199950,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,2,29042026,197132,197132,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,3,29042026,203318,203318,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,4,29042026,196498,196498,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,5,29042026,202539,202539,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,6,29042026,193836,193836,0,0
HyperLogLog,"k=12,L=32",merge,25,10000000,7,29042026,201996,201996,0,0
