algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
LogLog,"k=7,L=32",normal,50,10000000,10000000,100000,21041998,100000,98820.08,96274940.56,9811.979442,0.1149048519,0.09811979442,-1179.92,1179.92,-0.0117992,0.0823332,9784.766372,8233.32
LogLog,"k=7,L=32",normal,50,10000000,10000000,100000,42,100000,97552.96,137619951.9,11731.15305,0.1149048519,0.1173115305,-2447.04,2447.04,-0.0244704,0.0951844,11868.25841,9518.44
LogLog,"k=7,L=32",normal,50,10000000,10000000,100000,137357,100000,99509.74,111600021.2,10564.09112,0.1149048519,0.1056409112,-490.26,490.26,-0.0049026,0.0871118,10469.40187,8711.18
LogLog,"k=7,L=32",normal,50,10000000,10000000,100000,10032018,100000,102025.12,171762127.5,13105.80511,0.1149048519,0.1310580511,2025.12,2025.12,0.0202512,0.1052556,13131.18411,10525.56
LogLog,"k=7,L=32",normal,50,10000000,10000000,100000,29042026,100000,100967.1,134014906.9,11576.48076,0.1149048519,0.1157648076,967.1,967.1,0.009671,0.0927402,11500.8648,9274.02
LogLog,"k=7,L=32",normal,50,10000000,10000000,1000000,21041998,1000000,967873.8,9307409526,96474.91656,0.1149048519,0.09647491656,-32126.2,32126.2,-0.0321262,0.0822516,100763.853,82251.6
LogLog,"k=7,L=32",normal,50,10000000,10000000,1000000,42,1000000,976036.66,9144679065,95627.81533,0.1149048519,0.09562781533,-23963.34,23963.34,-0.02396334,0.07914138,97652.58393,79141.38
LogLog,"k=7,L=32",normal,50,10000000,10000000,1000000,137357,1000000,979364.18,1.173890262e+10,108346.2165,0.1149048519,0.1083462165,-20635.82,20635.82,-0.02063582,0.0856511,109224.3638,85651.1
LogLog,"k=7,L=32",normal,50,10000000,10000000,1000000,10032018,1000000,954053.12,9768960537,98838.05207,0.1149048519,0.09883805207,-45946.88,45946.88,-0.04594688,0.08600268,108095.7775,86002.68
LogLog,"k=7,L=32",normal,50,10000000,10000000,1000000,29042026,1000000,975623.5,1.41485596e+10,118947.7179,0.1149048519,0.1189477179,-24376.5,24376.5,-0.0243765,0.09544462,120248.9175,95444.62
LogLog,"k=7,L=32",normal,50,10000000,10000000,5000000,21041998,5000000,4817939.04,1.13490111e+11,336882.9337,0.1149048519,0.06737658673,-182060.96,182060.96,-0.036412192,0.059927944,379955.921,299639.72
LogLog,"k=7,L=32",normal,50,10000000,10000000,5000000,42,5000000,4719138.12,1.511284894e+11,388752.4783,0.1149048519,0.07775049566,-280861.88,280861.88,-0.056172376,0.074028984,476433.9569,370144.92
LogLog,"k=7,L=32",normal,50,10000000,10000000,5000000,137357,5000000,4694415.56,1.549951066e+11,393694.179,0.1149048519,0.07873883579,-305584.44,305584.44,-0.061116888,0.081973968,495254.535,409869.84
LogLog,"k=7,L=32",normal,50,10000000,10000000,5000000,10032018,5000000,4794566.22,1.041196026e+11,322675.6925,0.1149048519,0.06453513851,-205433.78,205433.78,-0.041086756,0.060947668,379789.7425,304738.34
LogLog,"k=7,L=32",normal,50,10000000,10000000,5000000,29042026,5000000,4699207.16,1.758155053e+11,419303.5956,0.1149048519,0.08386071912,-300792.84,300792.84,-0.060158568,0.086748992,512616.3553,433744.96
LogLog,"k=7,L=32",normal,50,10000000,10000000,10000000,21041998,10000000,9573962,0,0,0.1149048519,0,-426038,426038,-0.0426038,0.0426038,426038,426038
LogLog,"k=7,L=32",normal,50,10000000,10000000,10000000,42,10000000,9573962,0,0,0.1149048519,0,-426038,426038,-0.0426038,0.0426038,426038,426038
LogLog,"k=7,L=32",normal,50,10000000,10000000,10000000,137357,10000000,9573962,0,0,0.1149048519,0,-426038,426038,-0.0426038,0.0426038,426038,426038
LogLog,"k=7,L=32",normal,50,10000000,10000000,10000000,10032018,10000000,9573962,0,0,0.1149048519,0,-426038,426038,-0.0426038,0.0426038,426038,426038
LogLog,"k=7,L=32",normal,50,10000000,10000000,10000000,29042026,10000000,9573962,0,0,0.1149048519,0,-426038,426038,-0.0426038,0.0426038,426038,426038
