algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=10,merge,25,10000000,0,21041998,202110,202110,0,0
HyperLogLog++,k=10,merge,25,10000000,1,21041998,200623,200623,0,0
HyperLogLog++,k=10,merge,25,10000000,2,21041998,198188,198188,0,0
HyperLogLog++,k=10,merge,25,10000000,3,21041998,205391,205391,0,0
HyperLogLog++,k=10,merge,25,10000000,4,21041998,189911,189911,0,0
HyperLogLog++,k=10,merge,25,10000000,5,21041998,203723,203723,0,0
HyperLogLog++,k=10,merge,25,10000000,6,21041998,204853,204853,0,0
HyperLogLog++,k=10,merge,25,10000000,7,21041998,202101,202101,0,0
HyperLogLog++,k=10,merge,25,10000000,8,21041998,203647,203647,0,0
HyperLogLog++,k=10,merge,25,10000000,9,21041998,198659,198659,0,0
HyperLogLog++,k=10,merge,25,10000000,10,21041998,197234,197234,0,0
HyperLogLog++,k=10,merge,25,10000000,11,21041998,186949,186949,0,0
HyperLogLog++,k=10,merge,25,10000000,12,21041998,186374,186374,0,0
HyperLogLog++,k=10,merge,25,10000000,13,21041998,207829,207829,0,0
HyperLogLog++,k=10,merge,25,10000000,14,21041998,202033,202033,0,0
HyperLogLog++,k=10,merge,25,10000000,15,21041998,202766,202766,0,0
HyperLogLog++,k=10,merge,25,10000000,16,21041998,199139,199139,0,0
HyperLogLog++,k=10,merge,25,10000000,17,21041998,182170,182170,0,0
HyperLogLog++,k=10,merge,25,10000000,18,21041998,187316,187316,0,0
HyperLogLog++,k=10,merge,25,10000000,19,21041998,201952,201952,0,0
HyperLogLog++,k=10,merge,25,10000000,20,21041998,198359,198359,0,0
HyperLogLog++,k=10,merge,25,10000000,21,21041998,201574,201574,0,0
HyperLogLog++,k=10,merge,25,10000000,22,21041998,202252,202252,0,0
HyperLogLog++,k=10,merge,25,10000000,23,21041998,182270,182270,0,0
HyperLogLog++,k=10,merge,25,10000000,24,21041998,201116,201116,0,0
