algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_hat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
Probabilistic Counting,L=12,streaming,50,10000000,1,100000,21041998,1,1.48,0.2546938776,0.5046720495,nan,0.5046720495,0.48,0.48,0.48,0.48,0.692820323,0.48
Probabilistic Counting,L=12,streaming,50,10000000,1539,100000,21041998,16,22.22,321.6036735,17.93331184,nan,1.12083199,6.22,6.22,0.38875,0.81125,18.8111669,12.98
Probabilistic Counting,L=12,streaming,50,10000000,4616,100000,21041998,47,59.66,3130.596327,55.95173211,nan,1.190462385,12.66,12.66,0.2693617021,0.7008510638,56.81777891,32.94
Probabilistic Counting,L=12,streaming,50,10000000,6154,100000,21041998,62,70.2,3588.244898,59.90196072,nan,0.9661606568,8.2,8.2,0.1322580645,0.6735483871,59.86417961,41.76
Probabilistic Counting,L=12,streaming,50,10000000,7693,100000,21041998,77,87.74,4457.216735,66.76239012,nan,0.8670440275,10.74,10.74,0.1394805195,0.5436363636,66.95834526,41.86
Probabilistic Counting,L=12,streaming,50,10000000,10770,100000,21041998,108,149.52,19751.31592,140.539375,nan,1.301290509,41.52,41.52,0.3844444444,0.832962963,145.1902201,89.96
Probabilistic Counting,L=12,streaming,50,10000000,12308,100000,21041998,124,170.18,20412.72204,142.8730977,nan,1.152202401,46.18,46.18,0.3724193548,0.810483871,148.7852815,100.5
Probabilistic Counting,L=12,streaming,50,10000000,13847,100000,21041998,139,227.22,49876.99143,223.3315728,nan,1.606701963,88.22,88.22,0.634676259,1.015971223,238.0382742,141.22
Probabilistic Counting,L=12,streaming,50,10000000,16923,100000,21041998,170,259.88,54041.2098,232.4676532,nan,1.367456784,89.88,89.88,0.5287058824,0.8849411765,247.0603165,150.44
Probabilistic Counting,L=12,streaming,50,10000000,18462,100000,21041998,185,264.84,53470.70857,231.2373425,nan,1.249931581,79.84,79.84,0.4315675676,0.8307027027,242.4370434,153.68
Probabilistic Counting,L=12,streaming,50,10000000,20000,100000,21041998,200,289.66,75010.92286,273.8812203,nan,1.369406102,89.66,89.66,0.4483,0.8779,285.5689409,175.58
Probabilistic Counting,L=12,streaming,50,10000000,23077,100000,21041998,231,308.7,78132.33673,279.5216212,nan,1.210050308,77.7,77.7,0.3363636364,0.803030303,287.4143003,185.5
Probabilistic Counting,L=12,streaming,50,10000000,24616,100000,21041998,247,346.74,80695.99224,284.0704002,nan,1.150082592,99.74,99.74,0.403805668,0.8167611336,298.3791883,201.74
Probabilistic Counting,L=12,streaming,50,10000000,26154,100000,21041998,262,407.96,184766.2841,429.8444883,nan,1.640627818,145.96,145.96,0.5570992366,0.9567938931,449.8614009,250.68
Probabilistic Counting,L=12,streaming,50,10000000,29231,100000,21041998,293,434.42,181247.922,425.7322187,nan,1.453010985,141.42,141.42,0.482662116,0.8538566553,444.5476127,250.18
Probabilistic Counting,L=12,streaming,50,10000000,30769,100000,21041998,308,460.9,210664.5,458.9820258,nan,1.490201382,152.9,152.9,0.4964285714,0.8846103896,479.405486,272.46
Probabilistic Counting,L=12,streaming,50,10000000,32308,100000,21041998,324,465.86,208059.1841,456.1350503,nan,1.407824229,141.86,141.86,0.4378395062,0.8125308642,473.3098985,263.26
Probabilistic Counting,L=12,streaming,50,10000000,35385,100000,21041998,354,493.98,200161.9384,447.3946115,nan,1.263826586,139.98,139.98,0.3954237288,0.7525988701,464.4923035,266.42
Probabilistic Counting,L=12,streaming,50,10000000,36923,100000,21041998,370,543.62,290040.7302,538.5542964,nan,1.455552153,173.62,173.62,0.4692432432,0.8441621622,560.6994025,312.34
Probabilistic Counting,L=12,streaming,50,10000000,38462,100000,21041998,385,639.6,739091.8776,859.7045292,nan,2.232998777,254.6,254.6,0.6612987013,1.052779221,888.3305691,405.32
Probabilistic Counting,L=12,streaming,50,10000000,41539,100000,21041998,416,639.6,739091.8776,859.7045292,nan,2.066597426,223.6,223.6,0.5375,0.9922115385,879.9471575,412.76
Probabilistic Counting,L=12,streaming,50,10000000,43077,100000,21041998,431,642.9,736440.0918,858.1608776,nan,1.991092523,211.9,211.9,0.4916473318,0.9583758701,875.5643323,413.06
Probabilistic Counting,L=12,streaming,50,10000000,44615,100000,21041998,447,666.06,740671.282,860.622613,nan,1.92533023,219.06,219.06,0.4900671141,0.9592393736,879.6846821,428.78
Probabilistic Counting,L=12,streaming,50,10000000,47692,100000,21041998,477,730.58,734525.6771,857.0447346,nan,1.796739486,253.58,253.58,0.5316142558,0.9489727463,885.5156577,452.66
Probabilistic Counting,L=12,streaming,50,10000000,49231,100000,21041998,493,780.22,800435.4404,894.6705765,nan,1.81474762,287.22,287.22,0.5825963489,0.9935496957,931.0864944,489.82
Probabilistic Counting,L=12,streaming,50,10000000,50769,100000,21041998,508,866.28,1199003.349,1094.990113,nan,2.155492349,358.28,358.28,0.7052755906,1.119606299,1141.660125,568.76
Probabilistic Counting,L=12,streaming,50,10000000,52308,100000,21041998,524,896.06,1187309.486,1089.637319,nan,2.079460532,372.06,372.06,0.7100381679,1.098816794,1141.048614,575.78
Probabilistic Counting,L=12,streaming,50,10000000,55385,100000,21041998,554,922.52,1175040.051,1083.992643,nan,1.956665421,368.52,368.52,0.665198556,1.040577617,1134.612815,576.48
Probabilistic Counting,L=12,streaming,50,10000000,56923,100000,21041998,570,939.06,1158676.588,1076.418408,nan,1.888453347,369.06,369.06,0.6474736842,0.9906315789,1127.700466,564.66
Probabilistic Counting,L=12,streaming,50,10000000,58461,100000,21041998,585,939.06,1158676.588,1076.418408,nan,1.840031466,354.06,354.06,0.6052307692,0.9590769231,1122.880911,561.06
Probabilistic Counting,L=12,streaming,50,10000000,61538,100000,21041998,616,952.3,1146512.541,1070.753259,nan,1.738235809,336.3,336.3,0.5459415584,0.8830844156,1112.06114,543.98
Probabilistic Counting,L=12,streaming,50,10000000,63077,100000,21041998,631,952.3,1146512.541,1070.753259,nan,1.696914831,321.3,321.3,0.5091917591,0.8544849445,1107.617253,539.18
Probabilistic Counting,L=12,streaming,50,10000000,64615,100000,21041998,647,952.3,1146512.541,1070.753259,nan,1.654950941,305.3,305.3,0.47187017,0.8254404946,1103.082218,534.06
Probabilistic Counting,L=12,streaming,50,10000000,67692,100000,21041998,677,952.3,1146512.541,1070.753259,nan,1.581614858,275.3,275.3,0.4066469719,0.7935893648,1095.15861,537.26
Probabilistic Counting,L=12,streaming,50,10000000,69231,100000,21041998,693,952.3,1146512.541,1070.753259,nan,1.545098497,259.3,259.3,0.3741702742,0.7863492063,1091.246434,544.94
Probabilistic Counting,L=12,streaming,50,10000000,70769,100000,21041998,708,952.3,1146512.541,1070.753259,nan,1.51236336,244.3,244.3,0.3450564972,0.7798587571,1087.779748,552.14
Probabilistic Counting,L=12,streaming,50,10000000,73846,100000,21041998,739,958.92,1140296.361,1067.8466,nan,1.444988633,219.92,219.92,0.2975913396,0.7583220568,1079.747767,560.4
Probabilistic Counting,L=12,streaming,50,10000000,75384,100000,21041998,754,958.92,1140296.361,1067.8466,nan,1.416242175,204.92,204.92,0.2717771883,0.7527851459,1076.792756,567.6
Probabilistic Counting,L=12,streaming,50,10000000,76923,100000,21041998,770,988.7,1122972.255,1059.703853,nan,1.37623877,218.7,218.7,0.284025974,0.7371688312,1071.607437,567.62
Probabilistic Counting,L=12,streaming,50,10000000,80000,100000,21041998,800,1041.66,1160713.821,1077.364293,nan,1.346705367,241.66,241.66,0.302075,0.752175,1093.571717,601.74
Probabilistic Counting,L=12,streaming,50,10000000,81538,100000,21041998,816,1041.66,1160713.821,1077.364293,nan,1.320299379,225.66,225.66,0.2765441176,0.7452696078,1090.147687,608.14
