algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_hat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
Probabilistic Counting,L=8,streaming,50,10000000,1,100000,21041998,1,1.48,0.2546938776,0.5046720495,nan,0.5046720495,0.48,0.48,0.48,0.48,0.692820323,0.48
Probabilistic Counting,L=8,streaming,50,10000000,1539,100000,21041998,16,22.22,321.6036735,17.93331184,nan,1.12083199,6.22,6.22,0.38875,0.81125,18.8111669,12.98
Probabilistic Counting,L=8,streaming,50,10000000,4616,100000,21041998,47,59.66,3130.596327,55.95173211,nan,1.190462385,12.66,12.66,0.2693617021,0.7008510638,56.81777891,32.94
Probabilistic Counting,L=8,streaming,50,10000000,6154,100000,21041998,62,70.2,3588.244898,59.90196072,nan,0.9661606568,8.2,8.2,0.1322580645,0.6735483871,59.86417961,41.76
Probabilistic Counting,L=8,streaming,50,10000000,7693,100000,21041998,77,87.74,4457.216735,66.76239012,nan,0.8670440275,10.74,10.74,0.1394805195,0.5436363636,66.95834526,41.86
Probabilistic Counting,L=8,streaming,50,10000000,10770,100000,21041998,108,136.28,10223.92,101.1134017,nan,0.9362352008,28.28,28.28,0.2618518519,0.7103703704,104.0153835,76.72
Probabilistic Counting,L=8,streaming,50,10000000,12308,100000,21041998,124,156.94,11443.56776,106.9746127,nan,0.8626984892,32.94,32.94,0.2656451613,0.7037096774,110.9041929,87.26
Probabilistic Counting,L=8,streaming,50,10000000,13847,100000,21041998,139,187.5,13104.37755,114.4743532,nan,0.8235564982,48.5,48.5,0.3489208633,0.7302158273,123.2661348,101.5
Probabilistic Counting,L=8,streaming,50,10000000,16923,100000,21041998,170,206.92,12297.38122,110.8935581,nan,0.6523150476,36.92,36.92,0.2171764706,0.5734117647,115.8210689,97.48
Probabilistic Counting,L=8,streaming,50,10000000,18462,100000,21041998,185,211.88,12262.9649,110.7382721,nan,0.5985852544,26.88,26.88,0.1452972973,0.5444324324,112.8726716,100.72
Probabilistic Counting,L=8,streaming,50,10000000,20000,100000,21041998,200,216.84,12178.34122,110.3555219,nan,0.5517776097,16.84,16.84,0.0842,0.5138,110.5366907,102.76
Probabilistic Counting,L=8,streaming,50,10000000,23077,100000,21041998,231,222.64,10935.41878,104.5725527,nan,0.4526950333,-8.36,8.36,-0.03619047619,0.4304761905,103.8585577,99.44
Probabilistic Counting,L=8,streaming,50,10000000,24616,100000,21041998,247,240.82,10260.27306,101.293006,nan,0.4100931416,-6.18,6.18,-0.02502024291,0.3879352227,100.4652179,95.82
Probabilistic Counting,L=8,streaming,50,10000000,26154,100000,21041998,262,249.08,9883.177143,99.41416973,nan,0.3794433959,-12.92,12.92,-0.0493129771,0.3503816794,99.25945799,91.8
Probabilistic Counting,L=8,streaming,50,10000000,29231,100000,21041998,293,262.3,8822.05102,93.92577399,nan,0.3205657816,-30.7,30.7,-0.104778157,0.2664163823,97.91884395,78.06
Probabilistic Counting,L=8,streaming,50,10000000,30769,100000,21041998,308,262.3,8822.05102,93.92577399,nan,0.3049538117,-45.7,45.7,-0.1483766234,0.2398051948,103.6055018,73.86
Probabilistic Counting,L=8,streaming,50,10000000,32308,100000,21041998,324,267.26,8227.053469,90.70310617,nan,0.2799478586,-56.74,56.74,-0.1751234568,0.1995679012,106.2164771,64.66
Probabilistic Counting,L=8,streaming,50,10000000,35385,100000,21041998,354,282.14,6140.816735,78.36336347,nan,0.2213654335,-71.86,71.86,-0.2029943503,0.2029943503,105.7443143,71.86
Probabilistic Counting,L=8,streaming,50,10000000,36923,100000,21041998,370,285.44,5896.414694,76.78811558,nan,0.2075354475,-84.56,84.56,-0.2285405405,0.2285405405,113.7052329,84.56
Probabilistic Counting,L=8,streaming,50,10000000,38462,100000,21041998,385,288.74,5629.788163,75.0319143,nan,0.1948880891,-96.26,96.26,-0.250025974,0.250025974,121.5861012,96.26
Probabilistic Counting,L=8,streaming,50,10000000,41539,100000,21041998,416,288.74,5629.788163,75.0319143,nan,0.1803651786,-127.26,127.26,-0.3059134615,0.3059134615,147.3509416,127.26
Probabilistic Counting,L=8,streaming,50,10000000,43077,100000,21041998,431,292.04,5340.937143,73.08171552,nan,0.1695631451,-138.96,138.96,-0.322412993,0.322412993,156.6652482,138.96
Probabilistic Counting,L=8,streaming,50,10000000,44615,100000,21041998,447,295.34,5029.861633,70.92151742,nan,0.1586611128,-151.66,151.66,-0.3392841163,0.3392841163,167.1227692,151.66
Probabilistic Counting,L=8,streaming,50,10000000,47692,100000,21041998,477,306.9,3344.785714,57.8341224,nan,0.1212455396,-170.1,170.1,-0.3566037736,0.3566037736,179.4767394,170.1
Probabilistic Counting,L=8,streaming,50,10000000,49231,100000,21041998,493,310.2,2933.632653,54.16301924,nan,0.1098641364,-182.8,182.8,-0.3707910751,0.3707910751,190.5014436,182.8
Probabilistic Counting,L=8,streaming,50,10000000,50769,100000,21041998,508,310.2,2933.632653,54.16301924,nan,0.1066201166,-197.8,197.8,-0.3893700787,0.3893700787,204.9385274,197.8
Probabilistic Counting,L=8,streaming,50,10000000,52308,100000,21041998,524,313.5,2500.255102,50.00255096,nan,0.09542471556,-210.5,210.5,-0.4017175573,0.4017175573,216.2417628,210.5
Probabilistic Counting,L=8,streaming,50,10000000,55385,100000,21041998,554,320.1,1566.826531,39.58315968,nan,0.07144974672,-233.9,233.9,-0.4222021661,0.4222021661,237.1596509,233.9
Probabilistic Counting,L=8,streaming,50,10000000,56923,100000,21041998,570,323.4,1066.77551,32.66152951,nan,0.05730092897,-246.6,246.6,-0.4326315789,0.4326315789,248.7106753,246.6
Probabilistic Counting,L=8,streaming,50,10000000,58461,100000,21041998,585,323.4,1066.77551,32.66152951,nan,0.05583167438,-261.6,261.6,-0.4471794872,0.4471794872,263.5905916,261.6
Probabilistic Counting,L=8,streaming,50,10000000,61538,100000,21041998,616,323.4,1066.77551,32.66152951,nan,0.0530219635,-292.6,292.6,-0.475,0.475,294.3810456,292.6
Probabilistic Counting,L=8,streaming,50,10000000,63077,100000,21041998,631,323.4,1066.77551,32.66152951,nan,0.05176153647,-307.6,307.6,-0.4874801902,0.4874801902,309.2946815,307.6
Probabilistic Counting,L=8,streaming,50,10000000,64615,100000,21041998,647,323.4,1066.77551,32.66152951,nan,0.05048149848,-323.6,323.6,-0.5001545595,0.5001545595,325.2113159,323.6
