algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=18,merge,25,10000000,0,21041998,1897710,1897710,0,0
HyperLogLog++,k=18,merge,25,10000000,1,21041998,1904259,1904259,0,0
HyperLogLog++,k=18,merge,25,10000000,2,21041998,1899800,1899800,0,0
HyperLogLog++,k=18,merge,25,10000000,3,21041998,1902808,1902808,0,0
HyperLogLog++,k=18,merge,25,10000000,4,21041998,1902820,1902820,0,0
HyperLogLog++,k=18,merge,25,10000000,5,21041998,1895353,1895353,0,0
HyperLogLog++,k=18,merge,25,10000000,6,21041998,1901978,1901978,0,0
HyperLogLog++,k=18,merge,25,10000000,7,21041998,1900334,1900334,0,0
HyperLogLog++,k=18,merge,25,10000000,8,21041998,1896985,1896985,0,0
HyperLogLog++,k=18,merge,25,10000000,9,21041998,1906787,1906787,0,0
HyperLogLog++,k=18,merge,25,10000000,10,21041998,1902466,1902466,0,0
HyperLogLog++,k=18,merge,25,10000000,11,21041998,1905696,1905696,0,0
HyperLogLog++,k=18,merge,25,10000000,12,21041998,1896380,1896380,0,0
HyperLogLog++,k=18,merge,25,10000000,13,21041998,1898172,1898172,0,0
HyperLogLog++,k=18,merge,25,10000000,14,21041998,1904131,1904131,0,0
HyperLogLog++,k=18,merge,25,10000000,15,21041998,1903122,1903122,0,0
HyperLogLog++,k=18,merge,25,10000000,16,21041998,1906911,1906911,0,0
HyperLogLog++,k=18,merge,25,10000000,17,21041998,1899090,1899090,0,0
HyperLogLog++,k=18,merge,25,10000000,18,21041998,1907011,1907011,0,0
HyperLogLog++,k=18,merge,25,10000000,19,21041998,1904254,1904254,0,0
HyperLogLog++,k=18,merge,25,10000000,20,21041998,1908273,1908273,0,0
HyperLogLog++,k=18,merge,25,10000000,21,21041998,1896735,1896735,0,0
HyperLogLog++,k=18,merge,25,10000000,22,21041998,1902281,1902281,0,0
HyperLogLog++,k=18,merge,25,10000000,23,21041998,1909218,1909218,0,0
HyperLogLog++,k=18,merge,25,10000000,24,21041998,1903348,1903348,0,0
