algorithm,mode,pairs,sample_size,pair_index,dataset_seed,left_hash,right_hash,left_hash_seed,right_hash_seed,left_params,right_params,strategy,validity,topology,exact_union,estimate_merge,estimate_serial,error_merge_abs_exact,error_merge_rel_exact,error_serial_abs_exact,error_serial_rel_exact,baseline_homogeneous,delta_vs_baseline
HyperLogLog++,merge_heterogeneous,25,10000000,0,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899825,1992728,1839968,92903,0.04890081981,59857,0.03150658613,1839968,152760
HyperLogLog++,merge_heterogeneous,25,10000000,1,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899999,2151387,1834284,251388,0.1323095433,65715,0.03458686031,1834284,317103
HyperLogLog++,merge_heterogeneous,25,10000000,2,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899415,1944751,1894212,45336,0.02386840159,5203,0.002739264458,1894212,50539
HyperLogLog++,merge_heterogeneous,25,10000000,3,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899684,2017511,1872799,117827,0.06202452618,26885,0.01415235376,1872799,144712
HyperLogLog++,merge_heterogeneous,25,10000000,4,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899939,1942070,1810432,42131,0.02217492246,89507,0.04711045986,1810432,131638
HyperLogLog++,merge_heterogeneous,25,10000000,5,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899803,2016569,1812610,116766,0.06146216213,87193,0.0458958113,1812610,203959
HyperLogLog++,merge_heterogeneous,25,10000000,6,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899775,2038057,1937123,138282,0.0727886197,37348,0.01965917016,1937123,100934
HyperLogLog++,merge_heterogeneous,25,10000000,7,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1900479,2051409,1910893,150930,0.07941682071,10414,0.005479671178,1910893,140516
HyperLogLog++,merge_heterogeneous,25,10000000,8,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899782,2070523,1938090,170741,0.08987399607,38308,0.02016441886,1938090,132433
HyperLogLog++,merge_heterogeneous,25,10000000,9,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1900202,2061280,1814528,161078,0.08476888247,85674,0.04508678551,1814528,246752
HyperLogLog++,merge_heterogeneous,25,10000000,10,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1900093,1926414,1886952,26321,0.01385247985,13141,0.006915977271,1886952,39462
HyperLogLog++,merge_heterogeneous,25,10000000,11,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899520,2058337,1908614,158817,0.08360901701,9094,0.00478752527,1908614,149723
HyperLogLog++,merge_heterogeneous,25,10000000,12,21041998,xxhash64,xxhash64,21041998,21041998,k=18,k=10,unsafe_naive_merge,recoverable,pairwise,1899889,1972846,1910232,72957,0.03840066446,10343,0.005444002255,1910232,62614
