algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=10,merge,25,10000000,0,21041998,2012014,2012014,0,0
HyperLogLog++,k=10,merge,25,10000000,1,21041998,1875921,1875921,0,0
HyperLogLog++,k=10,merge,25,10000000,2,21041998,1808637,1808637,0,0
HyperLogLog++,k=10,merge,25,10000000,3,21041998,1918182,1918182,0,0
HyperLogLog++,k=10,merge,25,10000000,4,21041998,1925562,1925562,0,0
HyperLogLog++,k=10,merge,25,10000000,5,21041998,1947729,1947729,0,0
HyperLogLog++,k=10,merge,25,10000000,6,21041998,1873122,1873122,0,0
HyperLogLog++,k=10,merge,25,10000000,7,21041998,1905043,1905043,0,0
HyperLogLog++,k=10,merge,25,10000000,8,21041998,1949996,1949996,0,0
HyperLogLog++,k=10,merge,25,10000000,9,21041998,1878465,1878465,0,0
HyperLogLog++,k=10,merge,25,10000000,10,21041998,1882326,1882326,0,0
HyperLogLog++,k=10,merge,25,10000000,11,21041998,1858647,1858647,0,0
HyperLogLog++,k=10,merge,25,10000000,12,21041998,1855917,1855917,0,0
HyperLogLog++,k=10,merge,25,10000000,13,21041998,1838914,1838914,0,0
HyperLogLog++,k=10,merge,25,10000000,14,21041998,1885518,1885518,0,0
HyperLogLog++,k=10,merge,25,10000000,15,21041998,1979221,1979221,0,0
HyperLogLog++,k=10,merge,25,10000000,16,21041998,1931433,1931433,0,0
HyperLogLog++,k=10,merge,25,10000000,17,21041998,1809848,1809848,0,0
HyperLogLog++,k=10,merge,25,10000000,18,21041998,1974343,1974343,0,0
HyperLogLog++,k=10,merge,25,10000000,19,21041998,2060168,2060168,0,0
HyperLogLog++,k=10,merge,25,10000000,20,21041998,1936079,1936079,0,0
HyperLogLog++,k=10,merge,25,10000000,21,21041998,1869449,1869449,0,0
HyperLogLog++,k=10,merge,25,10000000,22,21041998,1915508,1915508,0,0
HyperLogLog++,k=10,merge,25,10000000,23,21041998,1911077,1911077,0,0
HyperLogLog++,k=10,merge,25,10000000,24,21041998,1882174,1882174,0,0
