algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=14,merge,25,10000000,0,21041998,197692,197692,0,0
HyperLogLog++,k=14,merge,25,10000000,1,21041998,197496,197496,0,0
HyperLogLog++,k=14,merge,25,10000000,2,21041998,197176,197176,0,0
HyperLogLog++,k=14,merge,25,10000000,3,21041998,197681,197681,0,0
HyperLogLog++,k=14,merge,25,10000000,4,21041998,197868,197868,0,0
HyperLogLog++,k=14,merge,25,10000000,5,21041998,201243,201243,0,0
HyperLogLog++,k=14,merge,25,10000000,6,21041998,199564,199564,0,0
HyperLogLog++,k=14,merge,25,10000000,7,21041998,200554,200554,0,0
HyperLogLog++,k=14,merge,25,10000000,8,21041998,200013,200013,0,0
HyperLogLog++,k=14,merge,25,10000000,9,21041998,199578,199578,0,0
HyperLogLog++,k=14,merge,25,10000000,10,21041998,198180,198180,0,0
HyperLogLog++,k=14,merge,25,10000000,11,21041998,198268,198268,0,0
HyperLogLog++,k=14,merge,25,10000000,12,21041998,199164,199164,0,0
HyperLogLog++,k=14,merge,25,10000000,13,21041998,197674,197674,0,0
HyperLogLog++,k=14,merge,25,10000000,14,21041998,200700,200700,0,0
HyperLogLog++,k=14,merge,25,10000000,15,21041998,199408,199408,0,0
HyperLogLog++,k=14,merge,25,10000000,16,21041998,199446,199446,0,0
HyperLogLog++,k=14,merge,25,10000000,17,21041998,204172,204172,0,0
HyperLogLog++,k=14,merge,25,10000000,18,21041998,199713,199713,0,0
HyperLogLog++,k=14,merge,25,10000000,19,21041998,199281,199281,0,0
HyperLogLog++,k=14,merge,25,10000000,20,21041998,197182,197182,0,0
HyperLogLog++,k=14,merge,25,10000000,21,21041998,197655,197655,0,0
HyperLogLog++,k=14,merge,25,10000000,22,21041998,196568,196568,0,0
HyperLogLog++,k=14,merge,25,10000000,23,21041998,196806,196806,0,0
HyperLogLog++,k=14,merge,25,10000000,24,21041998,198541,198541,0,0
