algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_hat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
LogLog,"k=6,L=32",streaming,50,10000000,1,100000,21041998,1,25.32,0.3036734694,0.5510657578,0.1625,0.5510657578,24.32,24.32,24.32,24.32,24.32611765,24.32
LogLog,"k=6,L=32",streaming,50,10000000,1539,100000,21041998,16,35.26,5.175918367,2.275064475,0.1625,0.1421915297,19.26,19.26,1.20375,1.20375,19.39123513,19.26
LogLog,"k=6,L=32",streaming,50,10000000,4616,100000,21041998,47,59.1,46.13265306,6.792102256,0.1625,0.144512814,12.1,12.1,0.2574468085,0.2574468085,13.8426876,12.1
LogLog,"k=6,L=32",streaming,50,10000000,6154,100000,21041998,62,71.54,71.27387755,8.442385774,0.1625,0.1361675125,9.54,9.54,0.1538709677,0.1596774194,12.68305957,9.9
LogLog,"k=6,L=32",streaming,50,10000000,7693,100000,21041998,77,84.66,117.2085714,10.82629075,0.1625,0.1406011786,7.66,7.66,0.09948051948,0.1264935065,13.17345816,9.74
LogLog,"k=6,L=32",streaming,50,10000000,10770,100000,21041998,108,113.4,255.1020408,15.97191412,0.1625,0.1478880937,5.4,5.4,0.05,0.1081481481,16.70808188,11.68
LogLog,"k=6,L=32",streaming,50,10000000,12308,100000,21041998,124,130.02,341.775102,18.48716046,0.1625,0.1490900037,6.02,6.02,0.0485483871,0.1069354839,19.26603228,13.26
LogLog,"k=6,L=32",streaming,50,10000000,13847,100000,21041998,139,145.74,355.3391837,18.85044253,0.1625,0.1356146945,6.74,6.74,0.04848920863,0.1037410072,19.84086692,14.42
LogLog,"k=6,L=32",streaming,50,10000000,16923,100000,21041998,170,173.82,600.0281633,24.4954723,0.1625,0.1440910135,3.82,3.82,0.02247058824,0.1069411765,24.5483197,18.18
LogLog,"k=6,L=32",streaming,50,10000000,18462,100000,21041998,185,189.46,737.9269388,27.16481067,0.1625,0.1468368144,4.46,4.46,0.02410810811,0.111027027,27.25912691,20.54
LogLog,"k=6,L=32",streaming,50,10000000,20000,100000,21041998,200,203.08,845.7485714,29.08175668,0.1625,0.1454087834,3.08,3.08,0.0154,0.1086,28.95375623,21.72
