algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_hat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
LogLog,"k=16,L=32",streaming,50,10000000,1,100000,21041998,1,26018.26,0.2371428571,0.4869731585,0.005078125,0.4869731585,26017.26,26017.26,26017.26,26017.26,26017.26,26017.26
LogLog,"k=16,L=32",streaming,50,10000000,1539,100000,21041998,16,26026.72,3.062857143,1.750102038,0.005078125,0.1093813774,26010.72,26010.72,1625.67,1625.67,26010.72006,26010.72
LogLog,"k=16,L=32",streaming,50,10000000,4616,100000,21041998,47,26044.32,10.5077551,3.241566767,0.005078125,0.06896950567,25997.32,25997.32,553.1344681,553.1344681,25997.3202,25997.32
LogLog,"k=16,L=32",streaming,50,10000000,6154,100000,21041998,62,26052.26,11.58408163,3.403539574,0.005078125,0.05489579958,25990.26,25990.26,419.1977419,419.1977419,25990.26022,25990.26
LogLog,"k=16,L=32",streaming,50,10000000,7693,100000,21041998,77,26060.24,16.18612245,4.023198038,0.005078125,0.05224932516,25983.24,25983.24,337.4446753,337.4446753,25983.24031,25983.24
LogLog,"k=16,L=32",streaming,50,10000000,10770,100000,21041998,108,26077.34,17.98408163,4.240764275,0.005078125,0.03926633588,25969.34,25969.34,240.4568519,240.4568519,25969.34034,25969.34
LogLog,"k=16,L=32",streaming,50,10000000,12308,100000,21041998,124,26085.82,18.43632653,4.293754363,0.005078125,0.03462705132,25961.82,25961.82,209.3695161,209.3695161,25961.82035,25961.82
LogLog,"k=16,L=32",streaming,50,10000000,13847,100000,21041998,139,26094,20.44897959,4.522054798,0.005078125,0.03253276833,25955,25955,186.7266187,186.7266187,25955.00039,25955
LogLog,"k=16,L=32",streaming,50,10000000,16923,100000,21041998,170,26111.2,26.65306122,5.162660286,0.005078125,0.03036858992,25941.2,25941.2,152.5952941,152.5952941,25941.2005,25941.2
LogLog,"k=16,L=32",streaming,50,10000000,18462,100000,21041998,185,26119.06,27.60857143,5.254385923,0.005078125,0.02840208607,25934.06,25934.06,140.1841081,140.1841081,25934.06052,25934.06
LogLog,"k=16,L=32",streaming,50,10000000,20000,100000,21041998,200,26127.38,29.75061224,5.454412181,0.005078125,0.02727206091,25927.38,25927.38,129.6369,129.6369,25927.38056,25927.38
LogLog,"k=16,L=32",streaming,50,10000000,23077,100000,21041998,231,26144.16,32.70857143,5.719140795,0.005078125,0.02475818526,25913.16,25913.16,112.1781818,112.1781818,25913.16062,25913.16
LogLog,"k=16,L=32",streaming,50,10000000,24616,100000,21041998,247,26152.62,37.42408163,6.117522508,0.005078125,0.0247672976,25905.62,25905.62,104.8810526,104.8810526,25905.62071,25905.62
LogLog,"k=16,L=32",streaming,50,10000000,26154,100000,21041998,262,26161.4,37.10204082,6.091144459,0.005078125,0.02324864297,25899.4,25899.4,98.85267176,98.85267176,25899.4007,25899.4
LogLog,"k=16,L=32",streaming,50,10000000,29231,100000,21041998,293,26178.28,36.00163265,6.000136053,0.005078125,0.02047828004,25885.28,25885.28,88.34566553,88.34566553,25885.28068,25885.28
LogLog,"k=16,L=32",streaming,50,10000000,30769,100000,21041998,308,26186.4,40.7755102,6.385570468,0.005078125,0.02073237165,25878.4,25878.4,84.02077922,84.02077922,25878.40077,25878.4
LogLog,"k=16,L=32",streaming,50,10000000,32308,100000,21041998,324,26194.98,40.55061224,6.367936263,0.005078125,0.01965412427,25870.98,25870.98,79.8487037,79.8487037,25870.98077,25870.98
LogLog,"k=16,L=32",streaming,50,10000000,35385,100000,21041998,354,26211.82,45.17102041,6.720938953,0.005078125,0.01898570326,25857.82,25857.82,73.04468927,73.04468927,25857.82086,25857.82
