algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,100000,21041998,100000,99713.84,548579.7698,740.6617108,0.008125,0.007406617108,-286.16,286.16,-0.0028616,0.0062036,787.0805041,620.36
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,100000,42,100000,99983.6,588061.7959,766.8518735,0.008125,0.007668518735,-16.4,16.4,-0.000164,0.0062416,759.32175,624.16
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,100000,137357,100000,99991.08,466094.9731,682.711486,0.008125,0.00682711486,-8.92,8.92,-8.92e-05,0.0053444,675.9087512,534.44
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,100000,10032018,100000,100198.7,546429.1531,739.2084639,0.008125,0.007392084639,198.7,198.7,0.001987,0.005753,758.2758469,575.3
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,100000,29042026,100000,100036.74,597876.1963,773.2245446,0.008125,0.007732245446,36.74,36.74,0.0003674,0.006291,766.334457,629.1
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,1000000,21041998,1000000,999886.58,108312480,10407.32819,0.008125,0.01040732819,-113.42,113.42,-0.00011342,0.00824862,10303.35355,8248.62
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,1000000,42,1000000,999688.24,61734070.27,7857.103173,0.008125,0.007857103173,-311.76,311.76,-0.00031176,0.00648344,7784.380718,6483.44
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,1000000,137357,1000000,1000094.24,46460469.94,6816.191748,0.008125,0.006816191748,94.24,94.24,9.424e-05,0.00566028,6748.343628,5660.28
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,1000000,10032018,1000000,1001427.34,54089160.27,7354.533314,0.008125,0.007354533314,1427.34,1427.34,0.00142734,0.0059479,7419.209967,5947.9
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,1000000,29042026,1000000,1002375.92,50813737.05,7128.375485,0.008125,0.007128375485,2375.92,2375.92,0.00237592,0.0060904,7445.969256,6090.4
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,5000000,21041998,5000000,5000478.1,1326512398,36421.31791,0.008125,0.007284263581,478.1,478.1,9.562e-05,0.00553682,36058.43493,27684.1
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,5000000,42,5000000,5008437.3,1100293732,33170.67579,0.008125,0.006634135158,8437.3,8437.3,0.00168746,0.00518202,33903.92144,25910.1
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,5000000,137357,5000000,5003353.5,1173959055,34263.08589,0.008125,0.006852617178,3353.5,3353.5,0.0006707,0.005275956,34084.09946,26379.78
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,5000000,10032018,5000000,5007418.76,1631012030,40385.78996,0.008125,0.008077157991,7418.76,7418.76,0.001483752,0.006614064,40662.3879,33070.32
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,5000000,29042026,5000000,5005008.88,912426165.5,30206.39279,0.008125,0.006041278558,5008.88,5008.88,0.001001776,0.00492916,30319.40832,24645.8
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,10000000,21041998,10000000,9973654,0,0,0.008125,0,-26346,26346,-0.0026346,0.0026346,26346,26346
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,10000000,42,10000000,9973654,0,0,0.008125,0,-26346,26346,-0.0026346,0.0026346,26346,26346
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,10000000,137357,10000000,9973654,0,0,0.008125,0,-26346,26346,-0.0026346,0.0026346,26346,26346
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,10000000,10032018,10000000,9973654,0,0,0.008125,0,-26346,26346,-0.0026346,0.0026346,26346,26346
HyperLogLog,"k=14,L=32",normal,50,10000000,10000000,10000000,29042026,10000000,9973654,0,0,0.008125,0,-26346,26346,-0.0026346,0.0026346,26346,26346
