algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_hat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog,"k=16,L=32",streaming,50,10000000,1,100000,21041998,1,1,0,0,0.0040625,0,0,0,0,0,0,0
HyperLogLog,"k=16,L=32",streaming,50,10000000,1539,100000,21041998,16,16,0,0,0.0040625,0,0,0,0,0,0,0
HyperLogLog,"k=16,L=32",streaming,50,10000000,4616,100000,21041998,47,47,0,0,0.0040625,0,0,0,0,0,0,0
HyperLogLog,"k=16,L=32",streaming,50,10000000,6154,100000,21041998,62,62,0,0,0.0040625,0,0,0,0,0,0,0
HyperLogLog,"k=16,L=32",streaming,50,10000000,7693,100000,21041998,77,77,0,0,0.0040625,0,0,0,0,0,0,0
HyperLogLog,"k=16,L=32",streaming,50,10000000,10770,100000,21041998,108,107.98,0.02,0.1414213562,0.0040625,0.001309457002,-0.02,0.02,-0.0001851851852,0.0001851851852,0.1414213562,0.02
HyperLogLog,"k=16,L=32",streaming,50,10000000,12308,100000,21041998,124,123.92,0.1159183673,0.3404678654,0.0040625,0.002745708592,-0.08,0.08,-0.0006451612903,0.0006451612903,0.3464101615,0.08
HyperLogLog,"k=16,L=32",streaming,50,10000000,13847,100000,21041998,139,138.9,0.1326530612,0.3642156795,0.0040625,0.002620256687,-0.1,0.1,-0.0007194244604,0.0007194244604,0.3741657387,0.1
HyperLogLog,"k=16,L=32",streaming,50,10000000,16923,100000,21041998,170,169.84,0.2187755102,0.4677344441,0.0040625,0.002751379083,-0.16,0.16,-0.0009411764706,0.0009411764706,0.4898979486,0.16
HyperLogLog,"k=16,L=32",streaming,50,10000000,18462,100000,21041998,185,184.78,0.2567346939,0.5066899386,0.0040625,0.002738864533,-0.22,0.22,-0.001189189189,0.001189189189,0.5477225575,0.22
HyperLogLog,"k=16,L=32",streaming,50,10000000,20000,100000,21041998,200,199.76,0.3085714286,0.5554920599,0.0040625,0.002777460299,-0.24,0.24,-0.0012,0.0012,0.6,0.24
HyperLogLog,"k=16,L=32",streaming,50,10000000,23077,100000,21041998,231,230.72,0.3281632653,0.5728553616,0.0040625,0.00247989334,-0.28,0.28,-0.001212121212,0.001212121212,0.632455532,0.28
HyperLogLog,"k=16,L=32",streaming,50,10000000,24616,100000,21041998,247,246.7,0.3367346939,0.5802884575,0.0040625,0.002349345982,-0.3,0.3,-0.001214574899,0.001214574899,0.6480740698,0.3
HyperLogLog,"k=16,L=32",streaming,50,10000000,26154,100000,21041998,262,261.7,0.3367346939,0.5802884575,0.0040625,0.002214841441,-0.3,0.3,-0.001145038168,0.001145038168,0.6480740698,0.3
HyperLogLog,"k=16,L=32",streaming,50,10000000,29231,100000,21041998,293,292.56,0.5371428571,0.7329003051,0.0040625,0.002501366229,-0.44,0.44,-0.001501706485,0.001501706485,0.8485281374,0.44
HyperLogLog,"k=16,L=32",streaming,50,10000000,30769,100000,21041998,308,307.5,0.6224489796,0.7889543584,0.0040625,0.002561540125,-0.5,0.5,-0.001623376623,0.001623376623,0.9273618495,0.5
HyperLogLog,"k=16,L=32",streaming,50,10000000,32308,100000,21041998,324,323.34,0.8820408163,0.9391702808,0.0040625,0.002898673706,-0.66,0.66,-0.002037037037,0.002037037037,1.140175425,0.66
HyperLogLog,"k=16,L=32",streaming,50,10000000,35385,100000,21041998,354,353.24,0.88,0.938083152,0.0040625,0.002649952407,-0.76,0.76,-0.002146892655,0.002146892655,1.2,0.76
HyperLogLog,"k=16,L=32",streaming,50,10000000,36923,100000,21041998,370,370.14,0.8575510204,0.9260405069,0.0040625,0.002502812181,0.14,0.14,0.0003783783784,0.001675675676,0.9273618495,0.62
HyperLogLog,"k=16,L=32",streaming,50,10000000,38462,100000,21041998,385,385.08,0.8506122449,0.9222864224,0.0040625,0.002395549149,0.08,0.08,0.0002077922078,0.001558441558,0.916515139,0.6
HyperLogLog,"k=16,L=32",streaming,50,10000000,41539,100000,21041998,416,415.96,1.01877551,1.009344099,0.0040625,0.00242630793,-0.04,0.04,-9.615384615e-05,0.001442307692,1,0.6
HyperLogLog,"k=16,L=32",streaming,50,10000000,43077,100000,21041998,431,430.9,1.112244898,1.054630219,0.0040625,0.002446937862,-0.1,0.1,-0.0002320185615,0.001531322506,1.048808848,0.66
HyperLogLog,"k=16,L=32",streaming,50,10000000,44615,100000,21041998,447,446.86,1.184081633,1.088155151,0.0040625,0.002434351568,-0.14,0.14,-0.0003131991051,0.001565995526,1.086278049,0.7
HyperLogLog,"k=16,L=32",streaming,50,10000000,47692,100000,21041998,477,476.66,1.331020408,1.153698578,0.0040625,0.002418655299,-0.34,0.34,-0.00071278826,0.001551362683,1.191637529,0.74
HyperLogLog,"k=16,L=32",streaming,50,10000000,49231,100000,21041998,493,492.54,1.314693878,1.146601011,0.0040625,0.002325762699,-0.46,0.46,-0.0009330628803,0.001663286004,1.224744871,0.82
HyperLogLog,"k=16,L=32",streaming,50,10000000,50769,100000,21041998,508,507.4,1.469387755,1.212183053,0.0040625,0.002386187113,-0.6,0.6,-0.001181102362,0.001732283465,1.341640786,0.88
HyperLogLog,"k=16,L=32",streaming,50,10000000,52308,100000,21041998,524,524.3,1.642857143,1.281739889,0.0040625,0.00244606849,0.3,0.3,0.000572519084,0.001870229008,1.303840481,0.98
HyperLogLog,"k=16,L=32",streaming,50,10000000,55385,100000,21041998,554,554.04,1.998367347,1.413636214,0.0040625,0.002551689918,0.04,0.04,7.220216607e-05,0.001877256318,1.4,1.04
