algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_hat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog,"k=10,L=32",streaming,50,10000000,1,100000,21041998,1,1,0,0,0.0325,0,0,0,0,0,0,0
HyperLogLog,"k=10,L=32",streaming,50,10000000,1539,100000,21041998,16,15.8,0.2448979592,0.4948716593,0.0325,0.03092947871,-0.2,0.2,-0.0125,0.0125,0.5291502622,0.2
HyperLogLog,"k=10,L=32",streaming,50,10000000,4616,100000,21041998,47,47.06,0.9963265306,0.9981615754,0.0325,0.02123748033,0.06,0.06,0.001276595745,0.01574468085,0.9899494937,0.74
HyperLogLog,"k=10,L=32",streaming,50,10000000,6154,100000,21041998,62,61.26,1.624897959,1.274714854,0.0325,0.020559917,-0.74,0.74,-0.01193548387,0.0164516129,1.462873884,1.02
HyperLogLog,"k=10,L=32",streaming,50,10000000,7693,100000,21041998,77,76.44,3.026938776,1.739809983,0.0325,0.02259493484,-0.56,0.56,-0.007272727273,0.01714285714,1.811077028,1.32
HyperLogLog,"k=10,L=32",streaming,50,10000000,10770,100000,21041998,108,108.02,6.632244898,2.575314524,0.0325,0.02384550485,0.02,0.02,0.0001851851852,0.01833333333,2.549509757,1.98
HyperLogLog,"k=10,L=32",streaming,50,10000000,12308,100000,21041998,124,123.82,8.232244898,2.869188892,0.0325,0.0231386201,-0.18,0.18,-0.001451612903,0.01822580645,2.846049894,2.26
HyperLogLog,"k=10,L=32",streaming,50,10000000,13847,100000,21041998,139,138.76,9.94122449,3.15297074,0.0325,0.02268324274,-0.24,0.24,-0.001726618705,0.01870503597,3.130495168,2.6
HyperLogLog,"k=10,L=32",streaming,50,10000000,16923,100000,21041998,170,169.98,14.06081633,3.749775503,0.0325,0.02205750296,-0.02,0.02,-0.0001176470588,0.01635294118,3.712142239,2.78
HyperLogLog,"k=10,L=32",streaming,50,10000000,18462,100000,21041998,185,185.14,16.16367347,4.020407127,0.0325,0.02173193042,0.14,0.14,0.0007567567568,0.01589189189,3.98246155,2.94
HyperLogLog,"k=10,L=32",streaming,50,10000000,20000,100000,21041998,200,200.12,24.76081633,4.976024149,0.0325,0.02488012074,0.12,0.12,0.0006,0.0184,4.927473998,3.68
HyperLogLog,"k=10,L=32",streaming,50,10000000,23077,100000,21041998,231,231.3,32.54081633,5.704455831,0.0325,0.02469461399,0.3,0.3,0.001298701299,0.01844155844,5.655086206,4.26
HyperLogLog,"k=10,L=32",streaming,50,10000000,24616,100000,21041998,247,247.04,35.10040816,5.924559744,0.0325,0.02398607184,0.04,0.04,0.0001619433198,0.01700404858,5.865151319,4.2
HyperLogLog,"k=10,L=32",streaming,50,10000000,26154,100000,21041998,262,262.24,38.71673469,6.222277292,0.0325,0.02374914997,0.24,0.24,0.0009160305344,0.01770992366,6.164414003,4.64
HyperLogLog,"k=10,L=32",streaming,50,10000000,29231,100000,21041998,293,292.58,47.51387755,6.893031086,0.0325,0.02352570336,-0.42,0.42,-0.001433447099,0.01836177474,6.836665854,5.38
HyperLogLog,"k=10,L=32",streaming,50,10000000,30769,100000,21041998,308,308.34,57.73918367,7.598630381,0.0325,0.02467087786,0.34,0.34,0.001103896104,0.01967532468,7.529940239,6.06
HyperLogLog,"k=10,L=32",streaming,50,10000000,32308,100000,21041998,324,324.24,62.51265306,7.90649436,0.0325,0.02440276037,0.24,0.24,0.0007407407407,0.01962962963,7.83070878,6.36
HyperLogLog,"k=10,L=32",streaming,50,10000000,35385,100000,21041998,354,355.32,67.20163265,8.197660194,0.0325,0.02315723219,1.32,1.32,0.003728813559,0.01807909605,8.221921916,6.4
HyperLogLog,"k=10,L=32",streaming,50,10000000,36923,100000,21041998,370,370.94,69.4044898,8.33093571,0.0325,0.02251604246,0.94,0.94,0.002540540541,0.01767567568,8.300602388,6.54
HyperLogLog,"k=10,L=32",streaming,50,10000000,38462,100000,21041998,385,386.12,81.65877551,9.036524526,0.0325,0.02347149228,1.12,1.12,0.002909090909,0.0185974026,9.015542136,7.16
HyperLogLog,"k=10,L=32",streaming,50,10000000,41539,100000,21041998,416,417.8,96.12244898,9.804205678,0.0325,0.02356780211,1.8,1.8,0.004326923077,0.01826923077,9.871170143,7.6
HyperLogLog,"k=10,L=32",streaming,50,10000000,43077,100000,21041998,431,432.6,114.122449,10.68281091,0.0325,0.0247861042,1.6,1.6,0.003712296984,0.01846867749,10.69579357,7.96
HyperLogLog,"k=10,L=32",streaming,50,10000000,44615,100000,21041998,447,448.56,120.4963265,10.97708188,0.0325,0.02455723015,1.56,1.56,0.003489932886,0.0181655481,10.97816014,8.12
HyperLogLog,"k=10,L=32",streaming,50,10000000,47692,100000,21041998,477,477.76,146.0636735,12.08568051,0.0325,0.02533685642,0.76,0.76,0.001593291405,0.01945492662,11.98832766,9.28
HyperLogLog,"k=10,L=32",streaming,50,10000000,49231,100000,21041998,493,494.34,153.6983673,12.39751456,0.0325,0.02514708836,1.34,1.34,0.002718052738,0.01935091278,12.3458495,9.54
HyperLogLog,"k=10,L=32",streaming,50,10000000,50769,100000,21041998,508,509.22,161.5220408,12.70913218,0.0325,0.02501797674,1.22,1.22,0.002401574803,0.02035433071,12.64041139,10.34
HyperLogLog,"k=10,L=32",streaming,50,10000000,52308,100000,21041998,524,525.38,152.3628571,12.34353503,0.0325,0.02355636457,1.38,1.38,0.002633587786,0.01889312977,12.29715414,9.9
HyperLogLog,"k=10,L=32",streaming,50,10000000,55385,100000,21041998,554,555.84,184.9126531,13.59825919,0.0325,0.02454559421,1.84,1.84,0.003321299639,0.01906137184,13.58675826,10.56
HyperLogLog,"k=10,L=32",streaming,50,10000000,56923,100000,21041998,570,571.34,208.1065306,14.42589791,0.0325,0.02530859283,1.34,1.34,0.002350877193,0.02045614035,14.34363971,11.66
HyperLogLog,"k=10,L=32",streaming,50,10000000,58461,100000,21041998,585,586.26,245.7473469,15.67633079,0.0325,0.02679714664,1.26,1.26,0.002153846154,0.02164102564,15.56984265,12.66
HyperLogLog,"k=10,L=32",streaming,50,10000000,61538,100000,21041998,616,618.22,251.6853061,15.86459284,0.0325,0.02575420916,2.22,2.22,0.003603896104,0.02081168831,15.86127359,12.82
HyperLogLog,"k=10,L=32",streaming,50,10000000,63077,100000,21041998,631,632.54,270.6208163,16.45055672,0.0325,0.02607061287,1.54,1.54,0.002440570523,0.02063391442,16.35787272,13.02
HyperLogLog,"k=10,L=32",streaming,50,10000000,64615,100000,21041998,647,648.08,288.6465306,16.98960066,0.0325,0.02625904275,1.08,1.08,0.001669242658,0.02027820711,16.85348629,13.12
HyperLogLog,"k=10,L=32",streaming,50,10000000,67692,100000,21041998,677,678.22,329.6444898,18.15611439,0.0325,0.02681848507,1.22,1.22,0.001802067947,0.02059084195,18.01499376,13.94
HyperLogLog,"k=10,L=32",streaming,50,10000000,69231,100000,21041998,693,693.92,390.5240816,19.76168216,0.0325,0.02851613587,0.92,0.92,0.001327561328,0.02118326118,19.5846879,14.68
HyperLogLog,"k=10,L=32",streaming,50,10000000,70769,100000,21041998,708,708.72,417.3485714,20.42911088,0.0325,0.02885467639,0.72,0.72,0.001016949153,0.02152542373,20.23660051,15.24
HyperLogLog,"k=10,L=32",streaming,50,10000000,73846,100000,21041998,739,738.68,488.7526531,22.10775097,0.0325,0.02991576586,-0.32,0.32,-0.0004330175913,0.02257104195,21.8878962,16.68
