algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=10,merge,25,10000000,0,21041998,1970465,1970465,0,0
HyperLogLog++,k=10,merge,25,10000000,1,21041998,1880755,1880755,0,0
HyperLogLog++,k=10,merge,25,10000000,2,21041998,1964123,1964123,0,0
HyperLogLog++,k=10,merge,25,10000000,3,21041998,1903837,1903837,0,0
HyperLogLog++,k=10,merge,25,10000000,4,21041998,1964074,1964074,0,0
HyperLogLog++,k=10,merge,25,10000000,5,21041998,1926761,1926761,0,0
HyperLogLog++,k=10,merge,25,10000000,6,21041998,1966724,1966724,0,0
HyperLogLog++,k=10,merge,25,10000000,7,21041998,1765695,1765695,0,0
HyperLogLog++,k=10,merge,25,10000000,8,21041998,1845659,1845659,0,0
HyperLogLog++,k=10,merge,25,10000000,9,21041998,2019376,2019376,0,0
HyperLogLog++,k=10,merge,25,10000000,10,21041998,1886566,1886566,0,0
HyperLogLog++,k=10,merge,25,10000000,11,21041998,1890227,1890227,0,0
HyperLogLog++,k=10,merge,25,10000000,12,21041998,1929027,1929027,0,0
HyperLogLog++,k=10,merge,25,10000000,13,21041998,1810590,1810590,0,0
HyperLogLog++,k=10,merge,25,10000000,14,21041998,1801575,1801575,0,0
HyperLogLog++,k=10,merge,25,10000000,15,21041998,1881897,1881897,0,0
HyperLogLog++,k=10,merge,25,10000000,16,21041998,1911492,1911492,0,0
HyperLogLog++,k=10,merge,25,10000000,17,21041998,1880280,1880280,0,0
HyperLogLog++,k=10,merge,25,10000000,18,21041998,1884772,1884772,0,0
HyperLogLog++,k=10,merge,25,10000000,19,21041998,1867826,1867826,0,0
HyperLogLog++,k=10,merge,25,10000000,20,21041998,1915271,1915271,0,0
HyperLogLog++,k=10,merge,25,10000000,21,21041998,1928520,1928520,0,0
HyperLogLog++,k=10,merge,25,10000000,22,21041998,1899632,1899632,0,0
HyperLogLog++,k=10,merge,25,10000000,23,21041998,1976464,1976464,0,0
HyperLogLog++,k=10,merge,25,10000000,24,21041998,1929405,1929405,0,0
