algorithm,params,mode,pairs,sample_size,pair_index,seed,estimate_merge,estimate_serial,delta_merge_serial_abs,delta_merge_serial_rel
HyperLogLog++,k=14,merge,25,10000000,0,21041998,199643,199643,0,0
HyperLogLog++,k=14,merge,25,10000000,1,21041998,198539,198539,0,0
HyperLogLog++,k=14,merge,25,10000000,2,21041998,197812,197812,0,0
HyperLogLog++,k=14,merge,25,10000000,3,21041998,198640,198640,0,0
HyperLogLog++,k=14,merge,25,10000000,4,21041998,198271,198271,0,0
HyperLogLog++,k=14,merge,25,10000000,5,21041998,200325,200325,0,0
HyperLogLog++,k=14,merge,25,10000000,6,21041998,201050,201050,0,0
HyperLogLog++,k=14,merge,25,10000000,7,21041998,198697,198697,0,0
HyperLogLog++,k=14,merge,25,10000000,8,21041998,201167,201167,0,0
HyperLogLog++,k=14,merge,25,10000000,9,21041998,199268,199268,0,0
HyperLogLog++,k=14,merge,25,10000000,10,21041998,199537,199537,0,0
HyperLogLog++,k=14,merge,25,10000000,11,21041998,195872,195872,0,0
HyperLogLog++,k=14,merge,25,10000000,12,21041998,198779,198779,0,0
HyperLogLog++,k=14,merge,25,10000000,13,21041998,199308,199308,0,0
HyperLogLog++,k=14,merge,25,10000000,14,21041998,197863,197863,0,0
HyperLogLog++,k=14,merge,25,10000000,15,21041998,199089,199089,0,0
HyperLogLog++,k=14,merge,25,10000000,16,21041998,201860,201860,0,0
HyperLogLog++,k=14,merge,25,10000000,17,21041998,197145,197145,0,0
HyperLogLog++,k=14,merge,25,10000000,18,21041998,198481,198481,0,0
HyperLogLog++,k=14,merge,25,10000000,19,21041998,199568,199568,0,0
HyperLogLog++,k=14,merge,25,10000000,20,21041998,199679,199679,0,0
HyperLogLog++,k=14,merge,25,10000000,21,21041998,201776,201776,0,0
HyperLogLog++,k=14,merge,25,10000000,22,21041998,199281,199281,0,0
HyperLogLog++,k=14,merge,25,10000000,23,21041998,200989,200989,0,0
HyperLogLog++,k=14,merge,25,10000000,24,21041998,196189,196189,0,0
