algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_hat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog,"k=8,L=32",streaming,50,10000000,1,100000,21041998,1,1,0,0,0.065,0,0,0,0,0,0,0
HyperLogLog,"k=8,L=32",streaming,50,10000000,1539,100000,21041998,16,15.64,0.5616326531,0.7494215456,0.065,0.0468388466,-0.36,0.36,-0.0225,0.0225,0.8246211251,0.36
HyperLogLog,"k=8,L=32",streaming,50,10000000,4616,100000,21041998,47,47.3,3.887755102,1.971739106,0.065,0.04195189587,0.3,0.3,0.006382978723,0.03446808511,1.974841766,1.62
HyperLogLog,"k=8,L=32",streaming,50,10000000,6154,100000,21041998,62,62.32,8.711836735,2.951582073,0.065,0.04760616247,0.32,0.32,0.005161290323,0.04129032258,2.939387691,2.56
HyperLogLog,"k=8,L=32",streaming,50,10000000,7693,100000,21041998,77,77.56,12.49632653,3.535014361,0.065,0.04590927741,0.56,0.56,0.007272727273,0.03792207792,3.544009029,2.92
HyperLogLog,"k=8,L=32",streaming,50,10000000,10770,100000,21041998,108,108.62,27.34244898,5.229000763,0.065,0.04841667373,0.62,0.62,0.005740740741,0.04018518519,5.213444159,4.34
HyperLogLog,"k=8,L=32",streaming,50,10000000,12308,100000,21041998,124,124.78,32.46081633,5.697439454,0.065,0.04594709237,0.78,0.78,0.006290322581,0.03887096774,5.693856338,4.82
HyperLogLog,"k=8,L=32",streaming,50,10000000,13847,100000,21041998,139,139.7,41.03061224,6.405514206,0.065,0.04608283602,0.7,0.7,0.005035971223,0.03553956835,6.379655163,4.94
HyperLogLog,"k=8,L=32",streaming,50,10000000,16923,100000,21041998,170,170.72,58.98122449,7.679923469,0.065,0.04517602041,0.72,0.72,0.004235294118,0.03717647059,7.636753237,6.32
HyperLogLog,"k=8,L=32",streaming,50,10000000,18462,100000,21041998,185,185.62,77.01591837,8.775871374,0.065,0.04743714256,0.62,0.62,0.003351351351,0.03621621622,8.709764635,6.7
HyperLogLog,"k=8,L=32",streaming,50,10000000,20000,100000,21041998,200,199.74,119.5432653,10.93358428,0.065,0.05466792142,-0.26,0.26,-0.0013,0.0439,10.82681855,8.78
HyperLogLog,"k=8,L=32",streaming,50,10000000,23077,100000,21041998,231,229.14,123.5514286,11.11536903,0.065,0.04811848063,-1.86,1.86,-0.008051948052,0.03922077922,11.1597491,9.06
HyperLogLog,"k=8,L=32",streaming,50,10000000,24616,100000,21041998,247,243.56,134.7004082,11.6060505,0.065,0.0469880587,-3.44,3.44,-0.01392712551,0.04016194332,11.99333148,9.92
HyperLogLog,"k=8,L=32",streaming,50,10000000,26154,100000,21041998,262,258.54,163.2330612,12.77626946,0.065,0.04876438724,-3.46,3.46,-0.01320610687,0.04114503817,13.11258937,10.78
HyperLogLog,"k=8,L=32",streaming,50,10000000,29231,100000,21041998,293,288.78,171.0730612,13.0794901,0.065,0.04463989795,-4.22,4.22,-0.01440273038,0.03843003413,13.61836995,11.26
HyperLogLog,"k=8,L=32",streaming,50,10000000,30769,100000,21041998,308,304.82,239.7832653,15.48493672,0.065,0.05027576858,-3.18,3.18,-0.01032467532,0.04201298701,15.6556699,12.94
