algorithm,params,mode,runs,sample_size,number_of_elements_processed,f0,seed,f0_mean_t,f0_heat_mean_t,variance,stddev,rse_theoretical,rse_observed,bias,absolute_bias,relative_bias,mean_relative_error,rmse,mae
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,100000,21041998,100000,98601.16,37506492.1,6124.254411,0.065,0.06124254411,-1398.84,1398.84,-0.0139884,0.050652,6221.986467,5065.2
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,100000,42,100000,97588.48,43575398.66,6601.166462,0.065,0.06601166462,-2411.52,2411.52,-0.0241152,0.0597572,6965.581053,5975.72
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,100000,137357,100000,99547.4,47146328.57,6866.318415,0.065,0.06866318415,-452.6,452.6,-0.004526,0.0544224,6812.359999,5442.24
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,100000,10032018,100000,99940.04,58583022.37,7653.954688,0.065,0.07653954688,-59.96,59.96,-0.0005996,0.0597568,7577.265808,5975.68
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,100000,29042026,100000,100031.1,36085640.79,6007.132493,0.065,0.06007132493,31.1,31.1,0.000311,0.0475106,5946.839091,4751.06
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,1000000,21041998,1000000,988681.8,3940168588,62770.7622,0.065,0.0627707622,-11318.2,11318.2,-0.0113182,0.05137804,63162.22659,51378.04
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,1000000,42,1000000,1006190.06,3988767463,63156.68977,0.065,0.06315668977,6190.06,6190.06,0.00619006,0.04709718,62827.61301,47097.18
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,1000000,137357,1000000,980742.04,2677106682,51740.76422,0.065,0.05174076422,-19257.96,19257.96,-0.01925796,0.04207756,54721.41785,42077.56
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,1000000,10032018,1000000,976442.56,4125367906,64229.02697,0.065,0.06422902697,-23557.44,23557.44,-0.02355744,0.05392792,67807.17902,53927.92
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,1000000,29042026,1000000,992183.9,3242389713,56941.9855,0.065,0.0569419855,-7816.1,7816.1,-0.0078161,0.04434582,56908.99172,44345.82
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,5000000,21041998,5000000,4930797.24,8.600876572e+10,293272.511,0.065,0.0586545022,-69202.76,69202.76,-0.013840552,0.049114216,298458.7281,245571.08
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,5000000,42,5000000,4887843.14,6.413800326e+10,253254.8188,0.065,0.05065096377,-112156.86,112156.86,-0.022431372,0.045304124,274653.244,226520.62
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,5000000,137357,5000000,4907237.42,7.174075055e+10,267844.6388,0.065,0.05356892777,-92762.58,92762.58,-0.018552516,0.044884692,280910.7185,224423.46
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,5000000,10032018,5000000,4908829.22,5.611914311e+10,236894.7933,0.065,0.04737895867,-91170.78,91170.78,-0.018234156,0.040855084,251612.5422,204275.42
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,5000000,29042026,5000000,4918120.56,4.94514128e+10,222376.7362,0.065,0.04447534724,-81879.44,81879.44,-0.016375888,0.036033288,234875.7698,180166.44
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,10000000,21041998,10000000,9810730,0,0,0.065,0,-189270,189270,-0.018927,0.018927,189270,189270
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,10000000,42,10000000,9810730,0,0,0.065,0,-189270,189270,-0.018927,0.018927,189270,189270
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,10000000,137357,10000000,9810730,0,0,0.065,0,-189270,189270,-0.018927,0.018927,189270,189270
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,10000000,10032018,10000000,9810730,0,0,0.065,0,-189270,189270,-0.018927,0.018927,189270,189270
HyperLogLog,"k=8,L=32",normal,50,10000000,10000000,10000000,29042026,10000000,9810730,0,0,0.065,0,-189270,189270,-0.018927,0.018927,189270,189270
